discount_rate,quantity_change,issue_type,issue_code,price,invoice_code,product_code,discount,quantity,unit,pkg_quantity
"[24.5, 0, 0]",0,1,Bán,24000,HD.363630.2403.0004,LX220110,"[18120, 24000, 24000]",1,Chai,0.0833333333333333
"[25, 0, 0]",0,1,Bán,28500,HD.443390.2403.0006,HNDS015001,"[256500, 342000, 342000]",12,Gói,1.0
"[24.5, 0, 0]",0,1,Bán,194000,HD.447160.2403.0001,N0403B,"[292940, 388000, 388000]",2,Túi,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,34000,HD.447160.2403.0001,N0404B,"[51340, 68000, 68000]",2,Túi,0.1
"[24.5, 0, 0]",0,1,Bán,133000,HD.447160.2403.0001,0516B,"[401660, 532000, 532000]",4,Can,1.0
"[24.5, 0, 0]",0,1,Bán,30000,HD.447160.2403.0001,0515B,"[45300, 60000, 60000]",2,Túi,0.1111111111111111
"[24.5, 0, 0]",0,1,Bán,38000,HD.447160.2403.0001,0512B,"[57380, 76000, 76000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,10500,HD.447160.2403.0001,0311B,"[7927.5, 10500, 10500]",1,Túi,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,15000,HD.455508.2403.0002,SV221303,"[271800, 360000, 360000]",24,Bánh,1.0
"[24.5, 0, 0]",0,1,Bán,159000,HD.455508.2403.0002,0318B,"[480180, 636000, 636000]",4,Can,1.0
"[24.5, 0, 0]",0,1,Bán,173000,HD.456020.2403.0003,BTCBNG0302,"[391845, 519000, 519000]",3,Combo,0.75
"[24.5, 0, 0]",0,1,Bán,109000,HD.456020.2403.0003,VL220211,"[164590, 218000, 218000]",2,Can,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,194000,HD.456020.2403.0003,N0403B,"[292940, 388000, 388000]",2,Túi,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,95000,HD.465101.2403.0022,CST020401,"[71725, 95000, 95000]",1,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,149000,HD.466770.2403.0002,ICC020401,"[112495, 149000, 149000]",1,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,35000,HD.466770.2403.0002,KDR10156,"[52850, 70000, 70000]",2,Tuýp,0.0833333333333333
"[15, 0, 0]",0,1,Bán,63000,HD.471520.2403.0005,DAUAN1012,"[1231650, 1449000, 1449000]",23,Chai,1.5333333333333334
"[24.5, 0, 0]",0,1,Bán,159000,HD.471520.2403.0005,0318B,"[240090, 318000, 318000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,42000,HD.471520.2403.0005,LX220106,"[317100, 420000, 420000]",10,Chai,0.8333333333333334
"[24.5, 0, 0]",0,1,Bán,109000,HD.471520.2403.0005,VL220211,"[164590, 218000, 218000]",2,Can,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,35000,HD.482260.2403.0003,KDR10309,"[132125, 175000, 175000]",5,Tuýp,0.2083333333333333
"[24.5, 0, 0]",0,1,Bán,133000,HD.487390.2403.0011,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,194000,HD.487410.2403.0011,N0403B,"[146470, 194000, 194000]",1,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,38000,HD.487410.2403.0011,0512B,"[86070, 114000, 114000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,91000,HD.487410.2403.0011,0209B,"[206115, 273000, 273000]",3,Túi,0.5
"[24.5, 0, 0]",0,1,Bán,91000,HD.488590.2403.0004,0209B,"[412230, 546000, 546000]",6,Túi,1.0
"[24.5, 0, 0]",0,1,Bán,136000,HD.488590.2403.0004,0210B,"[102680, 136000, 136000]",1,Túi,0.25
"[24.5, 0, 0]",0,1,Bán,34000,HD.488590.2403.0004,LX220713,"[154020, 204000, 204000]",6,Chai,0.5
"[24.5, 0, 0]",0,1,Bán,109000,HD.488590.2403.0004,VL220211,"[82295, 109000, 109000]",1,Can,0.1666666666666666
"[15, 0, 0]",0,1,Bán,19500,HD.562400.2403.0003,KHANKR2,"[33150, 39000, 39000]",2,Gói,0.04
"[18, 0, 0]",0,1,Bán,147619,HD.562400.2403.0003,BTGA9R0001,"[726285.48, 885714, 885714]",6,Túi,1.5
"[24.5, 0, 0]",0,1,Bán,95000,HD.562400.2403.0003,CST020401,"[215175, 285000, 285000]",3,Chai,0.5
"[24.5, 0, 0]",0,1,Bán,91000,HD.562400.2403.0003,0209B,"[343525, 455000, 455000]",5,Túi,0.8333333333333334
"[24.5, 0, 0]",0,1,Bán,136000,HD.562400.2403.0003,0210B,"[205360, 272000, 272000]",2,Túi,0.5
"[24.5, 0, 0]",0,1,Bán,30000,HD.562400.2403.0003,0515B,"[362400, 480000, 480000]",16,Túi,0.8888888888888888
"[24.5, 0, 0]",0,1,Bán,133000,HD.562400.2403.0003,0516B,"[502075, 665000, 665000]",5,Can,1.25
"[24.5, 0, 0]",0,1,Bán,74500,HD.562400.2403.0003,N0402B,"[674970, 894000, 894000]",12,Túi,1.5
"[24.5, 0, 0]",0,1,Bán,34000,HD.562400.2403.0003,N0404B,"[333710, 442000, 442000]",13,Túi,0.65
"[24.5, 0, 0]",0,1,Bán,109000,HD.562400.2403.0003,VL220211,"[164590, 218000, 218000]",2,Can,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,42000,HD.562400.2403.0003,LX220106,"[95130, 126000, 126000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,37000,HD.562400.2403.0003,VL110717,"[111740, 148000, 148000]",4,Chai,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,39000,HD.562400.2403.0003,LX220111,"[58890, 78000, 78000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,173000,HD.562400.2403.0003,VL110302,"[130615, 173000, 173000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,59000,HD.562400.2403.0003,ILS010401,"[445450, 590000, 590000]",10,Chai,1.6666666666666667
"[24.5, 0, 0]",0,1,Bán,145000,HD.562400.2403.0003,NGCM036002,"[875800, 1160000, 1160000]",8,Túi,2.0
"[24.5, 0, 0]",0,1,Bán,159000,HD.562400.2403.0003,BTCBNG0318,"[240090, 318000, 318000]",2,Combo,0.5
"[24.5, 0, 0]",0,1,Bán,173000,HD.562400.2403.0003,BTCBNG0302,"[522460, 692000, 692000]",4,Combo,1.0
"[24.5, 0, 0]",0,1,Bán,133000,HD.583610.2403.0001,0516B,"[803320, 1064000, 1064000]",8,Can,2.0
"[24.5, 0, 0]",0,1,Bán,109000,HD.603120.2403.0003,VL220211,"[82295, 109000, 109000]",1,Can,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,60000,HD.603120.2403.0003,0707B,"[45300, 60000, 60000]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,194000,HD.603120.2403.0003,N0403B,"[146470, 194000, 194000]",1,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,38000,HD.603120.2403.0003,0512B,"[86070, 114000, 114000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,194000,HD.603580.2403.0004,N0403B,"[146470, 194000, 194000]",1,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,95000,HD.603580.2403.0004,CST020401,"[71725, 95000, 95000]",1,Chai,0.1666666666666666
"[15, 0, 0]",0,1,Bán,76000,HD.604240.2403.0003,GIAY1003,"[193800, 228000, 228000]",3,Túi,0.3
"[24.5, 0, 0]",0,1,Bán,59000,HD.604240.2403.0003,LX220712,"[89090, 118000, 118000]",2,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,42000,HD.604240.2403.0003,LX220106,"[63420, 84000, 84000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,74500,HD.604240.2403.0003,N0402B,"[56247.5, 74500, 74500]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,38000,HD.604240.2403.0003,0512B,"[86070, 114000, 114000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,91000,HD.604240.2403.0003,0209B,"[68705, 91000, 91000]",1,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,35000,HD.604240.2403.0003,KDR10309,"[52850, 70000, 70000]",2,Tuýp,0.0833333333333333
"[20, 0, 0]",0,1,Bán,25700,HD.604240.2403.0003,MALAY030101,"[61680, 77100, 77100]",3,Lon,0.125
"[24.5, 0, 0]",0,1,Bán,109000,HD.605100.2403.0003,VL220211,"[329180, 436000, 436000]",4,Can,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,15000,HD.605100.2403.0003,SV221303,"[90600, 120000, 120000]",8,Bánh,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,59000,HD.605100.2403.0003,LX220712,"[222725, 295000, 295000]",5,Chai,0.625
"[25, 0, 0]",0,1,Bán,28500,HD.605100.2403.0003,HNDS015001,"[106875, 142500, 142500]",5,Gói,0.4166666666666667
"[24.5, 0, 0]",0,1,Bán,159000,HD.607344.2403.0003,0318B,"[360135, 477000, 477000]",3,Can,0.75
"[24.5, 0, 0]",0,1,Bán,91000,HD.607344.2403.0003,0209B,"[206115, 273000, 273000]",3,Túi,0.5
"[24.5, 0, 0]",0,1,Bán,15000,HD.607344.2403.0003,SV221303,"[169875, 225000, 225000]",15,Bánh,0.625
"[24.5, 0, 0]",0,1,Bán,59000,HD.607344.2403.0003,LX220712,"[222725, 295000, 295000]",5,Chai,0.625
"[24.5, 0, 0]",0,1,Bán,109000,HD.607344.2403.0003,VL220211,"[411475, 545000, 545000]",5,Can,0.8333333333333334
"[24.5, 0, 0]",0,1,Bán,74500,HD.622310.2403.0003,N0402B,"[281237.5, 372500, 372500]",5,Túi,0.625
"[20, 0, 0]",0,1,Bán,29500,HD.622310.2403.0003,BTNMTD2201,"[70800, 88500, 88500]",3,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,159000,HD.632860.2403.0011,BTCBNG0318,"[120045, 159000, 159000]",1,Combo,0.25
"[24.5, 0, 0]",0,1,Bán,38000,HD.637080.2403.0003,0512B,"[28690, 38000, 38000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,25000,HD.637080.2403.0003,RCPL022001,"[94375, 125000, 125000]",5,Túi,0.4166666666666667
"[15, 0, 0]",0,1,Bán,63000,HD.637080.2403.0003,DAUAN1012,"[214200, 252000, 252000]",4,Chai,0.2666666666666666
"[24.5, 0, 0]",0,1,Bán,194000,HD.803800.2403.0001,N0403B,"[439410, 582000, 582000]",3,Túi,1.0
"[24.5, 0, 0]",0,1,Bán,91000,HD.803800.2403.0001,0209B,"[412230, 546000, 546000]",6,Túi,1.0
"[24.5, 0, 0]",0,1,Bán,60000,HD.803800.2403.0001,0707B,"[362400, 480000, 480000]",8,Túi,1.0
"[24.5, 0, 0]",0,1,Bán,91000,HD.803800.2403.0001,IRC010101,"[549640, 728000, 728000]",8,Can,2.0
"[24.5, 0, 0]",0,1,Bán,89000,HD.803800.2403.0001,IXV010301,"[403170, 534000, 534000]",6,Can,1.0
"[20, 0, 0]",0,1,Bán,38000,HD.803800.2403.0001,XBMT004002,"[121600, 152000, 152000]",4,Hộp,1.0
"[24.5, 0, 0]",0,1,Bán,74500,HD.823600.2403.0047,N0402B,"[56247.5, 74500, 74500]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,39000,HD.823600.2403.0047,LX220111,"[29445, 39000, 39000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,133000,HD.823760.2403.0032,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[25, 0, 0]",0,1,Bán,57000,HD.823760.2403.0032,HNDS025001,"[42750, 57000, 57000]",1,Gói,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,34000,HD.911800.2403.0008,LX220711,"[25670, 34000, 34000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,42000,HD.120700.2403.0002,LX220106,"[63420, 84000, 84000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,133000,HD.120700.2403.0002,0516B,"[200830, 266000, 266000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,30000,HD.120700.2403.0002,0515B,"[22650, 30000, 30000]",1,Túi,0.0555555555555555
"[24.5, 0, 0]",0,1,Bán,59000,HD.120700.2403.0002,LX220712,"[44545, 59000, 59000]",1,Chai,0.125
"[15, 0, 0]",0,1,Bán,63000,HD.120700.2403.0002,DAUAN1012,"[267750, 315000, 315000]",5,Chai,0.3333333333333333
"[15, 0, 0]",0,1,Bán,19500,HD.152073.2403.0038,KHANKR2,"[82875, 97500, 97500]",5,Gói,0.1
"[24.5, 0, 0]",0,1,Bán,30000,HD.181170.2403.0012,0515B,"[407700, 540000, 540000]",18,Túi,1.0
"[20, 0, 0]",0,1,Bán,25700,HD.181170.2403.0012,MALAY030101,"[41120, 51400, 51400]",2,Lon,0.0833333333333333
"[15, 0, 0]",0,1,Bán,63000,HD.181170.2403.0013,DAUAN1012,"[4551750, 5355000, 5355000]",85,Chai,5.666666666666667
"[18, 0, 0]",0,1,Bán,147619,HD.181170.2403.0013,BTGA9R0001,"[968380.64, 1180952, 1180952]",8,Túi,2.0
"[24.5, 0, 0]",0,1,Bán,25000,HD.181170.2403.0013,RCPL022001,"[226500, 300000, 300000]",12,Túi,1.0
"[24.5, 0, 0]",0,1,Bán,133000,HD.181170.2403.0013,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[18, 0, 0]",0,1,Bán,147619,HD.181170.2403.0014,BTGA9R0001,"[1936761.28, 2361904, 2361904]",16,Túi,4.0
"[24.5, 0, 0]",0,1,Bán,90000,HD.181170.2403.0014,BTNGCM3301,"[407700, 540000, 540000]",6,Túi,1.0
"[15, 0, 0]",0,1,Bán,63000,HD.181170.2403.0014,DAUAN1012,"[535500, 630000, 630000]",10,Chai,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,42000,HD.181170.2403.0014,LX220106,"[158550, 210000, 210000]",5,Chai,0.4166666666666667
"[15, 0, 0]",0,1,Bán,63000,HD.181170.2403.0015,DAUAN1012,"[803250, 945000, 945000]",15,Chai,1.0
"[24.5, 0, 0]",0,1,Bán,90000,HD.181170.2403.0015,BTNGCM3301,"[67950, 90000, 90000]",1,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,59000,HD.182152.2403.0002,ILS010401,"[534540, 708000, 708000]",12,Chai,2.0
"[15, 0, 0]",0,1,Bán,63000,HD.182152.2403.0002,DAUAN1012,"[16065000, 18900000, 18900000]",300,Chai,20.0
"[24.5, 0, 0]",0,1,Bán,38000,HD.182152.2403.0002,0512B,"[688560, 912000, 912000]",24,Chai,2.0
"[15, 0, 0]",0,1,Bán,63000,HD.182152.2403.0003,DAUAN1012,"[8032500, 9450000, 9450000]",150,Chai,10.0
"[18, 0, 0]",0,1,Bán,147619,HD.183270.2403.0002,BTGA9R0001,"[484190.32, 590476, 590476]",4,Túi,1.0
"[24.5, 0, 0]",0,1,Bán,42000,HD.187590.2403.0004,LX220106,"[253680, 336000, 336000]",8,Chai,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,60000,HD.187590.2403.0005,0707B,"[135900, 180000, 180000]",3,Túi,0.375
"[24.5, 0, 0]",0,1,Bán,38000,HD.187590.2403.0006,0512B,"[86070, 114000, 114000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,35000,HD.140200.2403.0003,KDR10309,"[26425, 35000, 35000]",1,Tuýp,0.0416666666666666
"[24.5, 0, 0]",0,1,Bán,30000,HD.140200.2403.0003,0515B,"[45300, 60000, 60000]",2,Túi,0.1111111111111111
"[15, 0, 0]",0,1,Bán,63000,HD.181170.2403.0016,DAUAN1012,"[2516850, 2961000, 2961000]",47,Chai,3.1333333333333333
"[24.5, 0, 0]",0,1,Bán,38000,HD.181170.2403.0016,0512B,"[200830, 266000, 266000]",7,Chai,0.5833333333333334
"[24.5, 0, 0]",0,1,Bán,145000,HD.181170.2403.0016,NGCM036002,"[875800, 1160000, 1160000]",8,Túi,2.0
"[18, 0, 0]",0,1,Bán,147619,HD.181170.2403.0016,BTGA9R0001,"[1210475.8, 1476190, 1476190]",10,Túi,2.5
"[24.5, 0, 0]",0,1,Bán,159000,HD.181170.2403.0016,BTCBNG0318,"[240090, 318000, 318000]",2,Combo,0.5
"[24.5, 0, 0]",0,1,Bán,60000,HD.181170.2403.0016,0707B,"[90600, 120000, 120000]",2,Túi,0.25
"[24.5, 0, 0]",0,1,Bán,159000,HD.181170.2403.0017,BTCBNG0318,"[480180, 636000, 636000]",4,Combo,1.0
"[15, 0, 0]",0,1,Bán,63000,HD.183290.2403.0001,DAUAN1012,"[107100, 126000, 126000]",2,Chai,0.1333333333333333
"[15, 0, 0]",0,1,Bán,76000,HD.183290.2403.0001,GIAY1003,"[64600, 76000, 76000]",1,Túi,0.1
"[15, 0, 0]",0,1,Bán,19500,HD.183290.2403.0002,KHANKR2,"[16575, 19500, 19500]",1,Gói,0.02
"[15, 0, 0]",0,1,Bán,76000,HD.183290.2403.0002,GIAY1003,"[64600, 76000, 76000]",1,Túi,0.1
"[15, 0, 0]",0,1,Bán,63000,HD.183290.2403.0002,DAUAN1012,"[107100, 126000, 126000]",2,Chai,0.1333333333333333
"[24.5, 0, 0]",0,1,Bán,42000,HD.183290.2403.0002,LX220106,"[63420, 84000, 84000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,159000,HD.183290.2403.0002,BTCBNG0318,"[120045, 159000, 159000]",1,Combo,0.25
"[24.5, 0, 0]",0,1,Bán,42000,HD.185630.2403.0001,LX220106,"[1141560, 1512000, 1512000]",36,Chai,3.0
"[24.5, 0, 0]",0,1,Bán,194000,HD.185630.2403.0001,N0403B,"[146470, 194000, 194000]",1,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,74500,HD.185630.2403.0001,N0402B,"[899960, 1192000, 1192000]",16,Túi,2.0
"[24.5, 0, 0]",0,1,Bán,60000,HD.185630.2403.0001,0707B,"[906000, 1200000, 1200000]",20,Túi,2.5
"[24.5, 0, 0]",0,1,Bán,133000,HD.185630.2403.0001,0516B,"[803320, 1064000, 1064000]",8,Can,2.0
"[24.5, 0, 0]",0,1,Bán,38000,HD.185630.2403.0001,0512B,"[1032840, 1368000, 1368000]",36,Chai,3.0
"[24.5, 0, 0]",0,1,Bán,95000,HD.185630.2403.0001,CST020401,"[430350, 570000, 570000]",6,Chai,1.0
"[24.5, 0, 0]",0,1,Bán,12000,HD.185630.2403.0001,XPIZ008001,"[869760, 1152000, 1152000]",96,Bánh,2.0
"[18, 0, 0]",0,1,Bán,147619,HD.185630.2403.0001,BTGA9R0001,"[363142.74, 442857, 442857]",3,Túi,0.75
"[24.5, 0, 0]",0,1,Bán,42000,HD.202330.2403.0005,LX220106,"[31710, 42000, 42000]",1,Chai,0.0833333333333333
"[15, 0, 0]",0,1,Bán,63000,HD.202330.2403.0005,DAUAN1012,"[160650, 189000, 189000]",3,Chai,0.2
"[24.5, 0, 0]",0,1,Bán,173000,HD.202330.2403.0005,BTCBNG0302,"[261230, 346000, 346000]",2,Combo,0.5
"[24.5, 0, 0]",0,1,Bán,133000,HD.202330.2403.0005,0516B,"[602490, 798000, 798000]",6,Can,1.5
"[24.5, 0, 0]",0,1,Bán,91000,HD.205040.2403.0001,0209B,"[68705, 91000, 91000]",1,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,159000,HD.205040.2403.0001,0318B,"[360135, 477000, 477000]",3,Can,0.75
"[24.5, 0, 0]",0,1,Bán,38000,HD.205040.2403.0001,0512B,"[229520, 304000, 304000]",8,Chai,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,133000,HD.205040.2403.0001,0516B,"[200830, 266000, 266000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,60000,HD.205040.2403.0001,0707B,"[45300, 60000, 60000]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,59000,HD.205040.2403.0001,LX220714,"[44545, 59000, 59000]",1,Chai,0.125
"[24.5, 0, 0]",0,1,Bán,59000,HD.205040.2403.0001,LX220712,"[44545, 59000, 59000]",1,Chai,0.125
"[24.5, 0, 0]",0,1,Bán,74500,HD.205040.2403.0001,N0402B,"[393732.5, 521500, 521500]",7,Túi,0.875
"[24.5, 0, 0]",0,1,Bán,159000,HD.206120.2403.0003,0318B,"[120045, 159000, 159000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,133000,HD.206120.2403.0003,0516B,"[200830, 266000, 266000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,60000,HD.208960.2403.0001,0707B,"[135900, 180000, 180000]",3,Túi,0.375
"[24.5, 0, 0]",0,1,Bán,35000,HD.208960.2403.0001,KDR10156,"[26425, 35000, 35000]",1,Tuýp,0.0416666666666666
"[24.5, 0, 0]",0,1,Bán,38000,HD.208960.2403.0001,0512B,"[86070, 114000, 114000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,133000,HD.208960.2403.0001,0516B,"[401660, 532000, 532000]",4,Can,1.0
"[24.5, 0, 0]",0,1,Bán,91000,HD.208960.2403.0001,0209B,"[68705, 91000, 91000]",1,Túi,0.1666666666666666
"[20, 0, 0]",0,1,Bán,3450,HD.233000.2403.0001,BOTCANH02,"[510600, 638250, 638250]",185,Gói,3.7
"[15, 0, 0]",0,1,Bán,113400,HD.233000.2403.0001,DAUAN1014,"[771120, 907200, 907200]",8,Chai,1.3333333333333333
"[15, 0, 0]",0,1,Bán,63000,HD.233000.2403.0001,DAUAN1012,"[1713600, 2016000, 2016000]",32,Chai,2.1333333333333333
"[24.5, 0, 0]",0,1,Bán,37000,HD.233000.2403.0001,VL110717,"[27935, 37000, 37000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,42000,HD.233000.2403.0001,LX220106,"[31710, 42000, 42000]",1,Chai,0.0833333333333333
"[15, 0, 0]",0,1,Bán,76000,HD.233000.2403.0001,GIAY1003,"[129200, 152000, 152000]",2,Túi,0.2
"[24.5, 0, 0]",0,1,Bán,60000,HD.233000.2403.0001,0707B,"[135900, 180000, 180000]",3,Túi,0.375
"[24.5, 0, 0]",0,1,Bán,133000,HD.233000.2403.0001,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,30000,HD.233000.2403.0001,0515B,"[453000, 600000, 600000]",20,Túi,1.1111111111111112
"[24.5, 0, 0]",0,1,Bán,159000,HD.233000.2403.0001,0318B,"[720270, 954000, 954000]",6,Can,1.5
"[24.5, 0, 0]",0,1,Bán,35000,HD.233000.2403.0001,KDR10309,"[52850, 70000, 70000]",2,Tuýp,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,39000,HD.233000.2403.0001,RTTT1101,"[88335, 117000, 117000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,109000,HD.237560.2403.0002,VL220211,"[493770, 654000, 654000]",6,Can,1.0
"[24.5, 0, 0]",0,1,Bán,133000,HD.237560.2403.0002,0516B,"[401660, 532000, 532000]",4,Can,1.0
"[24.5, 0, 0]",0,1,Bán,60000,HD.237560.2403.0002,0707B,"[362400, 480000, 480000]",8,Túi,1.0
"[24.5, 0, 0]",0,1,Bán,30000,HD.237560.2403.0002,0515B,"[181200, 240000, 240000]",8,Túi,0.4444444444444444
"[15, 0, 0]",0,1,Bán,63000,HD.237580.2403.0002,DAUAN1012,"[53550, 63000, 63000]",1,Chai,0.0666666666666666
"[24.5, 0, 0]",0,1,Bán,15000,HD.237580.2403.0002,SV221303,"[158550, 210000, 210000]",14,Bánh,0.5833333333333334
"[24.5, 0, 0]",0,1,Bán,30000,HD.237580.2403.0002,0515B,"[67950, 90000, 90000]",3,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,38000,HD.253580.2403.0002,0512B,"[1176290, 1558000, 1558000]",41,Chai,3.4166666666666665
"[24.5, 0, 0]",0,1,Bán,35000,HD.253580.2403.0002,KDR10309,"[26425, 35000, 35000]",1,Tuýp,0.0416666666666666
"[24.5, 0, 0]",0,1,Bán,30000,HD.253580.2403.0002,0515B,"[1223100, 1620000, 1620000]",54,Túi,3.0
"[24.5, 0, 0]",0,1,Bán,12000,HD.253580.2403.0002,XPIZ008001,"[45300, 60000, 60000]",5,Bánh,0.1041666666666666
"[24.5, 0, 0]",0,1,Bán,74500,HD.253580.2403.0002,N0402B,"[337485, 447000, 447000]",6,Túi,0.75
"[24.5, 0, 0]",0,1,Bán,133000,HD.253580.2403.0002,0516B,"[200830, 266000, 266000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,38000,HD.256400.2403.0003,0512B,"[28690, 38000, 38000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,38000,HD.262070.2403.0002,0512B,"[143450, 190000, 190000]",5,Chai,0.4166666666666667
"[24.5, 0, 0]",0,1,Bán,30000,HD.262070.2403.0002,0515B,"[113250, 150000, 150000]",5,Túi,0.2777777777777778
"[24.5, 0, 0]",0,1,Bán,74500,HD.262070.2403.0002,N0402B,"[168742.5, 223500, 223500]",3,Túi,0.375
"[24.5, 0, 0]",0,1,Bán,194000,HD.262070.2403.0002,N0403B,"[292940, 388000, 388000]",2,Túi,0.6666666666666666
