code,status,issue_on,created_on,org,total_value,total_quantity,src_stock_code,src_stock,vendor_id,payment_type,note_type,channel,total_discount,seq,src_ancestors,so_chung_tu
HD.447160.2403.0001,12,,2024-03-18 07:52:19,btcom,1134500,13,447160,6204,1,TM,3,VNPOST,0,24030001,"[33, 5874, 6191]",XKB4400185364
HD.455508.2403.0002,12,,2024-03-18 07:52:19,btcom,996000,28,455508,13642,1,TM,3,VNPOST,0,24030002,"[33, 5874, 6553]",XKB4400185363
HD.456020.2403.0003,12,,2024-03-18 07:52:19,btcom,1125000,7,456020,6576,1,TM,3,VNPOST,0,24030003,"[33, 5874, 6553]",XKB4400185361
HD.465101.2403.0022,12,,2024-03-18 07:52:19,btcom,95000,1,465101,6771,1,TM,3,VNPOST,0,24030022,"[33, 6623, 6761]",XKB4610155674
HD.466770.2403.0002,12,,2024-03-18 07:52:19,btcom,219000,3,466770,6832,1,TM,3,VNPOST,0,24030002,"[33, 6623, 6800]",XKB4610155673
HD.471520.2403.0005,12,,2024-03-18 07:52:19,btcom,2405000,37,471520,6983,1,TM,3,VNPOST,0,24030005,"[33, 6623, 6972]",XKB4610155672
HD.482260.2403.0003,12,,2024-03-18 07:52:19,btcom,175000,5,482260,7285,1,TM,3,VNPOST,0,24030003,"[33, 7241, 7270]",XKB4810125974
HD.487390.2403.0011,12,,2024-03-18 07:52:19,btcom,133000,1,487390,7479,1,TM,3,VNPOST,0,24030011,"[33, 7241, 7456]",XKB4810125976
HD.487410.2403.0011,12,,2024-03-18 07:52:19,btcom,581000,7,487410,7480,1,TM,3,VNPOST,0,24030011,"[33, 7241, 7456]",XKB4810125975
HD.488590.2403.0004,12,,2024-03-18 07:52:19,btcom,995000,14,488590,7522,1,TM,3,VNPOST,0,24030004,"[33, 7241, 7513]",XKB4810125973
HD.562400.2403.0003,12,,2024-03-18 07:52:19,btcom,7920714,100,562400,8251,1,TM,3,VNPOST,0,24030003,"[33, 8174, 8242]",XKB5610056126
HD.583610.2403.0001,12,,2024-03-18 07:52:20,btcom,1064000,8,583610,8799,1,TM,3,VNPOST,0,24030001,"[33, 8692, 8788]",XKB5810029882
HD.603120.2403.0003,12,,2024-03-18 07:52:20,btcom,477000,6,603120,9112,1,TM,3,VNPOST,0,24030003,"[33, 9021, 9102]",XKB6010059255
HD.603580.2403.0004,12,,2024-03-18 07:52:20,btcom,289000,2,603580,9132,1,TM,3,VNPOST,0,24030004,"[33, 9021, 9119]",XKB6010059251
HD.604240.2403.0003,12,,2024-03-18 07:52:20,btcom,856600,17,604240,9153,1,TM,3,VNPOST,0,24030003,"[33, 9021, 9149]",XKB6010059254
HD.605100.2403.0003,12,,2024-03-18 07:52:20,btcom,993500,22,605100,9268,1,TM,3,VNPOST,0,24030003,"[33, 9021, 9262]",XKB6010059256
HD.607344.2403.0003,12,,2024-03-18 07:52:20,btcom,1815000,31,607344,9270,1,TM,3,VNPOST,0,24030003,"[33, 9021, 9262]",XKB6010059253
HD.622310.2403.0003,12,,2024-03-18 07:52:20,btcom,461000,8,622310,9335,1,TM,3,VNPOST,0,24030003,"[33, 9271, 9321]",XKB6210064062
HD.632860.2403.0011,12,,2024-03-18 07:52:20,btcom,159000,1,632860,9444,1,TM,3,VNPOST,0,24030011,"[33, 9411, 9439]",XKB6310040269
HD.637080.2403.0003,12,,2024-03-18 07:52:20,btcom,415000,10,637080,9587,1,TM,3,VNPOST,0,24030003,"[33, 9411, 9580]",XKB6310040268
HD.803800.2403.0001,12,,2024-03-18 07:52:20,btcom,3022000,35,803800,10702,1,TM,3,VNPOST,0,24030001,"[33, 10568, 10691]",XKB8010029264
HD.823600.2403.0047,12,,2024-03-18 07:52:20,btcom,113500,2,823600,11026,1,TM,3,VNPOST,0,24030047,"[33, 10949, 11024]",XKB8210076033
HD.823760.2403.0032,12,,2024-03-18 07:52:20,btcom,190000,2,823760,11042,1,TM,3,VNPOST,0,24030032,"[33, 10949, 11024]",XKB8210076032
HD.911800.2403.0008,12,,2024-03-18 07:52:20,btcom,34000,1,911800,12454,1,TM,3,VNPOST,0,24030008,"[33, 12426, 12452]",XKB9110010558
HD.120700.2403.0002,12,,2024-03-18 09:54:02,btcom,754000,11,120700,19990,1,TM,3,VNPOST,0,24030002,"[33, 19814, 19841]",XKB1200000362
HD.152073.2403.0038,12,,2024-03-18 09:54:02,btcom,97500,5,152073,19911,1,TM,3,VNPOST,0,24030038,"[33, 19814, 19841]",XKB1200000360
HD.181170.2403.0012,12,,2024-03-18 09:54:02,btcom,591400,20,181170,1232,1,TM,3,VNPOST,0,24030012,"[33, 1229, 1230]",XKB1810025699
HD.181170.2403.0013,12,,2024-03-18 09:54:02,btcom,6968952,106,181170,1232,1,TM,3,VNPOST,0,24030013,"[33, 1229, 1230]",XKB1810025702
HD.181170.2403.0014,12,,2024-03-18 09:54:02,btcom,3741904,37,181170,1232,1,TM,3,VNPOST,0,24030014,"[33, 1229, 1230]",XKB1810025703
HD.181170.2403.0015,12,,2024-03-18 09:54:02,btcom,1035000,16,181170,1232,1,TM,3,VNPOST,0,24030015,"[33, 1229, 1230]",XKB1810025704
HD.182152.2403.0002,12,,2024-03-18 09:54:02,btcom,20520000,336,182152,1262,1,TM,3,VNPOST,0,24030002,"[33, 1229, 1257]",XKB1810025705
HD.182152.2403.0003,12,,2024-03-18 09:54:02,btcom,9450000,150,182152,1262,1,TM,3,VNPOST,0,24030003,"[33, 1229, 1257]",XKB1810025708
HD.183270.2403.0002,12,,2024-03-18 09:54:02,btcom,590476,4,183270,1303,1,TM,3,VNPOST,0,24030002,"[33, 1229, 1275]",XKB1810025707
HD.187590.2403.0004,12,,2024-03-18 09:54:02,btcom,336000,8,187590,1271,1,TM,3,VNPOST,0,24030004,"[33, 1229, 1257]",XKB1810025694
HD.187590.2403.0005,12,,2024-03-18 09:54:02,btcom,180000,3,187590,1271,1,TM,3,VNPOST,0,24030005,"[33, 1229, 1257]",XKB1810025695
HD.187590.2403.0006,12,,2024-03-18 09:54:02,btcom,114000,3,187590,1271,1,TM,3,VNPOST,0,24030006,"[33, 1229, 1257]",XKB1810025696
HD.140200.2403.0003,12,,2024-03-18 09:54:03,btcom,95000,3,140200,20176,1,TM,3,VNPOST,0,24030003,"[33, 19818, 19847]",XKB2100000418
HD.181170.2403.0016,12,,2024-03-18 09:54:02,btcom,6301190,76,181170,1232,1,TM,3,VNPOST,0,24030016,"[33, 1229, 1230]",XKB1810025710
HD.181170.2403.0017,12,,2024-03-18 09:54:03,btcom,636000,4,181170,1232,1,TM,3,VNPOST,0,24030017,"[33, 1229, 1230]",XKB1810025712
HD.183290.2403.0001,12,,2024-03-18 09:54:03,btcom,202000,3,183290,1305,1,TM,3,VNPOST,0,24030001,"[33, 1229, 1275]",XKB1810025714
HD.183290.2403.0002,12,,2024-03-18 09:54:03,btcom,464500,7,183290,1305,1,TM,3,VNPOST,0,24030002,"[33, 1229, 1275]",XKB1810025716
HD.185630.2403.0001,12,,2024-03-18 09:54:03,btcom,8694857,222,185630,1380,1,TM,3,VNPOST,0,24030001,"[33, 1229, 1376]",XKB1810025715
HD.202330.2403.0005,12,,2024-03-18 09:54:03,btcom,1375000,12,202330,1492,1,TM,3,VNPOST,0,24030005,"[33, 1489, 1490]",XKB2010023930
HD.205040.2403.0001,12,,2024-03-18 09:54:03,btcom,1837500,24,205040,1518,1,TM,3,VNPOST,0,24030001,"[33, 1489, 1508]",XKB2010023929
HD.206120.2403.0003,12,,2024-03-18 09:54:03,btcom,425000,3,206120,1572,1,TM,3,VNPOST,0,24030003,"[33, 1489, 1567]",XKB2010023933
HD.208960.2403.0001,12,,2024-03-18 09:54:03,btcom,952000,12,208960,1684,1,TM,3,VNPOST,0,24030001,"[33, 1489, 1669]",XKB2010023932
HD.233000.2403.0001,12,,2024-03-18 09:54:03,btcom,5846450,264,233000,1939,1,TM,3,VNPOST,0,24030001,"[33, 1858, 1937]",XKB2310033096
HD.237560.2403.0002,12,,2024-03-18 09:54:03,btcom,1906000,26,237560,2124,1,TM,3,VNPOST,0,24030002,"[33, 1858, 2102]",XKB2310033098
HD.237580.2403.0002,12,,2024-03-18 09:54:03,btcom,363000,18,237580,2125,1,TM,3,VNPOST,0,24030002,"[33, 1858, 2102]",XKB2310033097
HD.253580.2403.0002,12,,2024-03-18 09:54:03,btcom,3986000,109,253580,2412,1,TM,3,VNPOST,0,24030002,"[33, 2340, 2396]",XKB2510031805
HD.256400.2403.0003,12,,2024-03-18 09:54:03,btcom,38000,1,256400,2497,1,TM,3,VNPOST,0,24030003,"[33, 2340, 2494]",XKB2510031806
HD.262070.2403.0002,12,,2024-03-18 09:54:03,btcom,1035500,17,262070,2607,1,TM,3,VNPOST,0,24030002,"[33, 2557, 2595]",XKB2610019822
HD.263840.2403.0003,12,,2024-03-18 09:54:03,btcom,109500,3,263840,2680,1,TM,3,VNPOST,0,24030003,"[33, 2557, 2675]",XKB2610019821
HD.264490.2403.0004,12,,2024-03-18 09:54:03,btcom,1632000,34,264490,2708,1,TM,3,VNPOST,0,24030004,"[33, 2557, 2695]",XKB2610019823
HD.275220.2403.0003,12,,2024-03-18 09:54:03,btcom,84000,7,275220,2853,1,TM,3,VNPOST,0,24030003,"[33, 2709, 2849]",XKB2710041391
HD.272216.2403.0005,12,,2024-03-18 09:54:04,btcom,211000,5,272216,2758,1,TM,3,VNPOST,0,24030005,"[33, 2709, 2755]",XKB2710041396
HD.275020.2403.0029,12,,2024-03-18 09:54:04,btcom,15000,1,275020,2845,1,TM,3,VNPOST,0,24030029,"[33, 2709, 2826]",XKB2710041394
HD.275220.2403.0004,12,,2024-03-18 09:54:03,btcom,140000,4,275220,2853,1,TM,3,VNPOST,0,24030004,"[33, 2709, 2849]",XKB2710041392
HD.282310.2403.0001,12,,2024-03-18 09:54:04,btcom,4047250,46,282310,3020,1,TM,3,VNPOST,0,24030001,"[33, 2944, 3015]",XKB2810025263
HD.282320.2403.0002,12,,2024-03-18 09:54:04,btcom,133000,1,282320,3021,1,TM,3,VNPOST,0,24030002,"[33, 2944, 3015]",XKB2810025260
HD.282370.2403.0001,12,,2024-03-18 09:54:04,btcom,1016650,42,282370,3025,1,TM,3,VNPOST,0,24030001,"[33, 2944, 3015]",XKB2810025261
HD.282920.2403.0005,12,,2024-03-18 09:54:04,btcom,1127800,6,282920,3061,1,TM,3,VNPOST,0,24030005,"[33, 2944, 3048]",XKB2810025262
HD.283377.2403.0001,12,,2024-03-18 09:54:04,btcom,2260000,39,283377,3088,1,TM,3,VNPOST,0,24030001,"[33, 2944, 3068]",XKB2810025264
HD.293250.2403.0001,12,,2024-03-18 09:54:04,btcom,1829000,49,293250,3177,1,TM,3,VNPOST,0,24030001,"[33, 3112, 3163]",XKB2910052962
HD.295900.2403.0001,12,,2024-03-18 09:54:04,btcom,917100,40,295900,3285,1,TM,3,VNPOST,0,24030001,"[33, 3112, 3266]",XKB2910052963
HD.296470.2403.0002,12,,2024-03-18 09:54:04,btcom,415000,3,296470,3312,1,TM,3,VNPOST,0,24030002,"[33, 3112, 3294]",XKB2910052964
HD.303340.2403.0001,12,,2024-03-18 09:54:04,btcom,105000,3,303340,3514,1,TM,3,VNPOST,0,24030001,"[33, 3432, 3487]",XKB3010044211
HD.303340.2403.0002,12,,2024-03-18 09:54:04,btcom,32500,1,303340,3514,1,TM,3,VNPOST,0,24030002,"[33, 3432, 3487]",XKB3010044212
HD.303340.2403.0003,12,,2024-03-18 09:54:04,btcom,456000,12,303340,3514,1,TM,3,VNPOST,0,24030003,"[33, 3432, 3487]",XKB3010044215
HD.303340.2403.0004,12,,2024-03-18 09:54:04,btcom,238000,4,303340,3514,1,TM,3,VNPOST,0,24030004,"[33, 3432, 3487]",XKB3010044218
HD.303800.2403.0032,12,,2024-03-18 09:54:04,btcom,76000,1,303800,3526,1,TM,3,VNPOST,0,24030032,"[33, 3432, 3524]",XKB3010044213
HD.305930.2403.0006,12,,2024-03-18 09:54:04,btcom,10350,3,305930,3593,1,TM,3,VNPOST,0,24030006,"[33, 3432, 3574]",XKB3010044217
HD.305930.2403.0007,12,,2024-03-18 09:54:04,btcom,38000,1,305930,3593,1,TM,3,VNPOST,0,24030007,"[33, 3432, 3574]",XKB3010044219
HD.305930.2403.0008,12,,2024-03-18 09:54:04,btcom,25000,1,305930,3593,1,TM,3,VNPOST,0,24030008,"[33, 3432, 3574]",XKB3010044220
HD.305930.2403.0009,12,,2024-03-18 09:54:04,btcom,159000,1,305930,3593,1,TM,3,VNPOST,0,24030009,"[33, 3432, 3574]",XKB3010044221
HD.305930.2403.0010,12,,2024-03-18 09:54:04,btcom,173000,1,305930,3593,1,TM,3,VNPOST,0,24030010,"[33, 3432, 3574]",XKB3010044222
HD.305930.2403.0011,12,,2024-03-18 09:54:04,btcom,133000,1,305930,3593,1,TM,3,VNPOST,0,24030011,"[33, 3432, 3574]",XKB3010044223
HD.315060.2403.0001,12,,2024-03-18 09:54:04,btcom,1101000,19,315060,3785,1,TM,3,VNPOST,0,24030001,"[33, 3596, 3763]",XKB3110016335
HD.315201.2403.0001,12,,2024-03-18 09:54:04,btcom,457350,8,315201,3793,1,TM,3,VNPOST,0,24030001,"[33, 3596, 3790]",XKB3110016334
HD.314870.2403.0001,12,,2024-03-18 09:54:04,btcom,1549000,24,314870,3770,1,TM,3,VNPOST,0,24030001,"[33, 3596, 3763]",XKB3110016336
HD.321280.2403.0003,12,,2024-03-18 09:54:05,btcom,326000,4,321280,3820,1,TM,3,VNPOST,0,24030003,"[33, 3808, 3812]",XKB3210050968
HD.321300.2403.0001,12,,2024-03-18 09:54:05,btcom,790100,9,321300,3821,1,TM,3,VNPOST,0,24030001,"[33, 3808, 3812]",XKB3210050960
HD.321900.2403.0004,12,,2024-03-18 09:54:05,btcom,154000,3,321900,3843,1,TM,3,VNPOST,0,24030004,"[33, 3808, 3841]",XKB3210050965
HD.321900.2403.0005,12,,2024-03-18 09:54:05,btcom,252000,4,321900,3843,1,TM,3,VNPOST,0,24030005,"[33, 3808, 3841]",XKB3210050966
HD.322170.2403.0002,12,,2024-03-18 09:54:05,btcom,180000,6,322170,3856,1,TM,3,VNPOST,0,24030002,"[33, 3808, 3841]",XKB3210050958
HD.322170.2403.0003,12,,2024-03-18 09:54:05,btcom,629000,20,322170,3856,1,TM,3,VNPOST,0,24030003,"[33, 3808, 3841]",XKB3210050963
HD.322688.2403.0015,12,,2024-03-18 09:54:05,btcom,159000,1,322688,3875,1,TM,3,VNPOST,0,24030015,"[33, 3808, 3870]",XKB3210050953
HD.322840.2403.0003,12,,2024-03-18 09:54:05,btcom,956000,37,322840,3883,1,TM,3,VNPOST,0,24030003,"[33, 3808, 3870]",XKB3210050956
HD.323030.2403.0002,12,,2024-03-18 09:54:05,btcom,125500,4,323030,3892,1,TM,3,VNPOST,0,24030002,"[33, 3808, 3870]",XKB3210050955
HD.323301.2403.0009,12,,2024-03-18 09:54:05,btcom,1612800,24,323301,3900,1,TM,3,VNPOST,0,24030009,"[33, 3808, 3897]",XKB3210050954
HD.323380.2403.0001,12,,2024-03-18 09:54:05,btcom,1540600,22,323380,3904,1,TM,3,VNPOST,0,24030001,"[33, 3808, 3897]",XKB3210050959
HD.324210.2403.0001,12,,2024-03-18 09:54:05,btcom,2470900,29,324210,3934,1,TM,3,VNPOST,0,24030001,"[33, 3808, 3923]",XKB3210050969
HD.324700.2403.0002,12,,2024-03-18 09:54:05,btcom,861200,11,324700,3956,1,TM,3,VNPOST,0,24030002,"[33, 3808, 3954]",XKB3210050967
HD.325090.2403.0001,12,,2024-03-18 09:54:05,btcom,1340200,37,325090,3969,1,TM,3,VNPOST,0,24030001,"[33, 3808, 3954]",XKB3210050957
HD.157430.2403.0009,12,,2024-03-18 09:54:06,btcom,60000,4,157430,20387,1,TM,3,VNPOST,0,24030009,"[33, 19820, 19835]",XKB3700000643
HD.157430.2403.0010,12,,2024-03-18 09:54:06,btcom,30000,1,157430,20387,1,TM,3,VNPOST,0,24030010,"[33, 19820, 19835]",XKB3700000644
HD.157430.2403.0011,12,,2024-03-18 09:54:06,btcom,133000,1,157430,20387,1,TM,3,VNPOST,0,24030011,"[33, 19820, 19835]",XKB3700000645
HD.157430.2403.0012,12,,2024-03-18 09:54:06,btcom,120000,2,157430,20387,1,TM,3,VNPOST,0,24030012,"[33, 19820, 19835]",XKB3700000646
HD.157430.2403.0013,12,,2024-03-18 09:54:06,btcom,39000,1,157430,20387,1,TM,3,VNPOST,0,24030013,"[33, 19820, 19835]",XKB3700000647
HD.157430.2403.0014,12,,2024-03-18 09:54:06,btcom,70000,2,157430,20387,1,TM,3,VNPOST,0,24030014,"[33, 19820, 19835]",XKB3700000648
HD.157430.2403.0015,12,,2024-03-18 09:54:06,btcom,63000,1,157430,20387,1,TM,3,VNPOST,0,24030015,"[33, 19820, 19835]",XKB3700000653
HD.157430.2403.0016,12,,2024-03-18 09:54:06,btcom,50100,1,157430,20387,1,TM,3,VNPOST,0,24030016,"[33, 19820, 19835]",XKB3700000654
HD.158530.2403.0001,12,,2024-03-18 09:54:06,btcom,1048000,8,158530,20271,1,TM,3,VNPOST,0,24030001,"[33, 19819, 19850]",XKB3400000386
HD.158600.2403.0001,12,,2024-03-18 09:54:06,btcom,945000,15,158600,20276,1,TM,3,VNPOST,0,24030001,"[33, 19819, 19850]",XKB3400000382
HD.158671.2403.0001,12,,2024-03-18 09:54:06,btcom,1477000,19,158671,20282,1,TM,3,VNPOST,0,24030001,"[33, 19819, 19850]",XKB3400000381
HD.158850.2403.0001,12,,2024-03-18 09:54:06,btcom,945000,15,158850,20296,1,TM,3,VNPOST,0,24030001,"[33, 19819, 19850]",XKB3400000383
HD.331610.2403.0001,12,,2024-03-18 09:54:06,btcom,76000,1,331610,4057,1,TM,3,VNPOST,0,24030001,"[33, 4029, 4053]",XKB3310015565
HD.331737.2403.0001,12,,2024-03-18 09:54:06,btcom,60000,2,331737,19394,1,TM,3,VNPOST,0,24030001,"[33, 4029, 4053]",XKB3310015569
HD.331762.2403.0001,12,,2024-03-18 09:54:06,btcom,109000,1,331762,4065,1,TM,3,VNPOST,0,24030001,"[33, 4029, 4053]",XKB3310015566
HD.331780.2403.0001,12,,2024-03-18 09:54:06,btcom,228000,3,331780,4066,1,TM,3,VNPOST,0,24030001,"[33, 4029, 4053]",XKB3310015570
HD.332890.2403.0001,12,,2024-03-18 09:54:06,btcom,181500,3,332890,4101,1,TM,3,VNPOST,0,24030001,"[33, 4029, 4083]",XKB3310015568
HD.334740.2403.0001,12,,2024-03-18 09:54:06,btcom,990500,17,334740,4172,1,TM,3,VNPOST,0,24030001,"[33, 4029, 4169]",XKB3310015562
HD.335350.2403.0001,12,,2024-03-18 09:54:05,btcom,2336000,16,335350,4195,1,TM,3,VNPOST,0,24030001,"[33, 4029, 4191]",XKB3310015560
HD.335350.2403.0002,12,,2024-03-18 09:54:06,btcom,945000,15,335350,4195,1,TM,3,VNPOST,0,24030002,"[33, 4029, 4191]",XKB3310015563
HD.335570.2403.0001,12,,2024-03-18 09:54:06,btcom,4450000,63,335570,4204,1,TM,3,VNPOST,0,24030001,"[33, 4029, 4191]",XKB3310015564
HD.353470.2403.0004,12,,2024-03-18 09:54:06,btcom,1658000,87,353470,4343,1,TM,3,VNPOST,0,24030004,"[33, 4211, 4326]",XKB3510075905
HD.156100.2403.0001,12,,2024-03-18 09:54:07,btcom,3409500,73,156100,20300,1,TM,3,VNPOST,0,24030001,"[33, 19820, 19833]",XKB3700000658
HD.157150.2403.0002,12,,2024-03-18 09:54:07,btcom,626000,13,157150,20366,1,TM,3,VNPOST,0,24030002,"[33, 19820, 19835]",XKB3700000657
HD.157430.2403.0017,12,,2024-03-18 09:54:06,btcom,103500,30,157430,20387,1,TM,3,VNPOST,0,24030017,"[33, 19820, 19835]",XKB3700000656
HD.381100.2403.0017,12,,2024-03-18 09:54:07,btcom,145000,1,381100,4705,1,TM,3,VNPOST,0,24030017,"[33, 4695, 4699]",XKB3810036309
HD.382170.2403.0001,12,,2024-03-18 09:54:07,btcom,606000,19,382170,4745,1,TM,3,VNPOST,0,24030001,"[33, 4695, 4737]",XKB3810036303
HD.382620.2403.0002,12,,2024-03-18 09:54:07,btcom,2876500,44,382620,4761,1,TM,3,VNPOST,0,24030002,"[33, 4695, 4754]",XKB3810036304
HD.382740.2403.0002,12,,2024-03-18 09:54:07,btcom,2999000,62,382740,4765,1,TM,3,VNPOST,0,24030002,"[33, 4695, 4754]",XKB3810036306
HD.382760.2403.0002,12,,2024-03-18 09:54:07,btcom,1252500,33,382760,4766,1,TM,3,VNPOST,0,24030002,"[33, 4695, 4754]",XKB3810036307
HD.382872.2403.0002,12,,2024-03-18 09:54:07,btcom,959500,20,382872,18658,1,TM,3,VNPOST,0,24030002,"[33, 4695, 4754]",XKB3810036308
HD.383070.2403.0002,12,,2024-03-18 09:54:07,btcom,428500,58,383070,4772,1,TM,3,VNPOST,0,24030002,"[33, 4695, 4754]",XKB3810036311
HD.383314.2403.0001,12,,2024-03-18 09:54:07,btcom,2009700,89,383314,4777,1,TM,3,VNPOST,0,24030001,"[33, 4695, 4774]",XKB3810036305
HD.384000.2403.0010,12,,2024-03-18 09:54:07,btcom,194000,1,384000,4810,1,TM,3,VNPOST,0,24030010,"[33, 4695, 4808]",XKB3810036302
HD.393545.2403.0002,12,,2024-03-18 09:54:07,btcom,4121400,71,393545,13539,1,TM,3,VNPOST,0,24030002,"[33, 4848, 13493]",XKB3910007018
HD.401520.2403.0002,12,,2024-03-18 09:54:07,btcom,399000,3,401520,4971,1,TM,3,VNPOST,0,24030002,"[33, 4939, 4967]",XKB4010027867
HD.402714.2403.0001,12,,2024-03-18 09:54:07,btcom,945000,15,402714,5021,1,TM,3,VNPOST,0,24030001,"[33, 4939, 5018]",XKB4010027863
HD.402714.2403.0002,12,,2024-03-18 09:54:07,btcom,1890000,30,402714,5021,1,TM,3,VNPOST,0,24030002,"[33, 4939, 5018]",XKB4010027864
HD.402714.2403.0003,12,,2024-03-18 09:54:07,btcom,1064000,8,402714,5021,1,TM,3,VNPOST,0,24030003,"[33, 4939, 5018]",XKB4010027865
HD.402714.2403.0004,12,,2024-03-18 09:54:07,btcom,680400,6,402714,5021,1,TM,3,VNPOST,0,24030004,"[33, 4939, 5018]",XKB4010027866
HD.402714.2403.0005,12,,2024-03-18 09:54:07,btcom,1890000,30,402714,5021,1,TM,3,VNPOST,0,24030005,"[33, 4939, 5018]",XKB4010027869
HD.404040.2403.0023,12,,2024-03-18 09:54:07,btcom,15000,1,404040,5085,1,TM,3,VNPOST,0,24030023,"[33, 4939, 5069]",XKB4010027860
HD.401520.2403.0003,12,,2024-03-18 09:54:07,btcom,636000,4,401520,4971,1,TM,3,VNPOST,0,24030003,"[33, 4939, 4967]",XKB4010027870
HD.412510.2403.0002,12,,2024-03-18 09:54:08,btcom,2486400,36,412510,5148,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5113]",XKB4110053961
HD.412980.2403.0002,12,,2024-03-18 09:54:08,btcom,271500,5,412980,5177,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5160]",XKB4110053965
HD.412990.2403.0001,12,,2024-03-18 09:54:08,btcom,116000,3,412990,5178,1,TM,3,VNPOST,0,24030001,"[33, 5095, 5160]",XKB4110053966
HD.415310.2403.0002,12,,2024-03-18 09:54:08,btcom,632300,26,415310,5319,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5290]",XKB4110053955
HD.415530.2403.0002,12,,2024-03-18 09:54:08,btcom,45000,3,415530,5327,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5323]",XKB4110053958
HD.415580.2403.0002,12,,2024-03-18 09:54:08,btcom,35000,1,415580,5331,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5323]",XKB4110053962
HD.416300.2403.0021,12,,2024-03-18 09:54:08,btcom,30000,2,416300,5377,1,TM,3,VNPOST,0,24030021,"[33, 5095, 5365]",XKB4110053959
HD.416300.2403.0022,12,,2024-03-18 09:54:08,btcom,30000,1,416300,5377,1,TM,3,VNPOST,0,24030022,"[33, 5095, 5365]",XKB4110053960
HD.416420.2403.0003,12,,2024-03-18 09:54:08,btcom,1827400,30,416420,5388,1,TM,3,VNPOST,0,24030003,"[33, 5095, 5365]",XKB4110053956
HD.416540.2403.0006,12,,2024-03-18 09:54:08,btcom,73350,4,416540,5396,1,TM,3,VNPOST,0,24030006,"[33, 5095, 5365]",XKB4110053964
HD.416590.2403.0002,12,,2024-03-18 09:54:08,btcom,959500,14,416590,5400,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5365]",XKB4110053957
HD.424430.2403.0001,12,,2024-03-18 09:54:08,btcom,35000,1,424430,5464,1,TM,3,VNPOST,0,24030001,"[33, 5403, 5443]",XKB4210049482
HD.424430.2403.0002,12,,2024-03-18 09:54:08,btcom,532000,4,424430,5464,1,TM,3,VNPOST,0,24030002,"[33, 5403, 5443]",XKB4210049483
HD.424430.2403.0003,12,,2024-03-18 09:54:08,btcom,1134000,10,424430,5464,1,TM,3,VNPOST,0,24030003,"[33, 5403, 5443]",XKB4210049484
HD.424710.2403.0006,12,,2024-03-18 09:54:08,btcom,60000,2,424710,5479,1,TM,3,VNPOST,0,24030006,"[33, 5403, 5468]",XKB4210049490
HD.426820.2403.0001,12,,2024-03-18 09:54:08,btcom,884000,15,426820,5589,1,TM,3,VNPOST,0,24030001,"[33, 5403, 5566]",XKB4210049485
