code,status,issue_on,created_on,org,total_value,total_quantity,src_stock_code,src_stock,vendor_id,payment_type,note_type,channel,total_discount,seq,src_ancestors,so_chung_tu
HD.476540.2403.0005,12,,2024-03-19 07:51:35,btcom,669000,6,476540,7203,1,TM,3,VNPOST,0,24030005,"[33, 6623, 7154]",XKB4610155930
HD.487130.2403.0012,12,,2024-03-19 07:51:35,btcom,201000,3,487130,7468,1,TM,3,VNPOST,0,24030012,"[33, 7241, 7456]",XKB4810126136
HD.561790.2403.0003,12,,2024-03-19 07:51:35,btcom,267500,9,561790,8218,1,TM,3,VNPOST,0,24030003,"[33, 8174, 8198]",XKB5610056231
HD.561810.2403.0009,12,,2024-03-19 07:51:35,btcom,3157000,70,561810,8219,1,TM,3,VNPOST,0,24030009,"[33, 8174, 8198]",XKB5610056229
HD.562870.2403.0011,12,,2024-03-19 07:51:35,btcom,585700,11,562870,8278,1,TM,3,VNPOST,0,24030011,"[33, 8174, 8262]",XKB5610056230
HD.572950.2403.0001,12,,2024-03-19 07:51:35,btcom,7222000,123,572950,8599,1,TM,3,VNPOST,0,24030001,"[33, 8461, 8592]",XKB5710037500
HD.581531.2403.0004,12,,2024-03-19 07:51:35,btcom,1196000,46,581531,8714,1,TM,3,VNPOST,0,24030004,"[33, 8692, 8696]",XKB5810029923
HD.583500.2403.0033,12,,2024-03-19 07:51:35,btcom,145000,1,583500,8790,1,TM,3,VNPOST,0,24030033,"[33, 8692, 8788]",XKB5810029924
HD.636600.2403.0006,12,,2024-03-19 07:51:35,btcom,126000,2,636600,9571,1,TM,3,VNPOST,0,24030006,"[33, 9411, 9569]",XKB6310040300
HD.802880.2403.0002,12,,2024-03-19 07:51:35,btcom,1647000,25,802880,10641,1,TM,3,VNPOST,0,24030002,"[33, 10568, 10632]",XKB8010029297
HD.814100.2403.0029,12,,2024-03-19 07:51:35,btcom,30000,1,814100,10815,1,TM,3,VNPOST,0,24030029,"[33, 10742, 10800]",XKB8110046006
HD.812970.2403.0004,12,,2024-03-19 07:51:35,btcom,1644000,18,812970,10769,1,TM,3,VNPOST,0,24030004,"[33, 10742, 10747]",XKB8110046007
HD.812970.2403.0005,12,,2024-03-19 07:51:36,btcom,3540000,60,812970,10769,1,TM,3,VNPOST,0,24030005,"[33, 10742, 10747]",XKB8110046009
HD.831747.2403.0002,12,,2024-03-19 07:51:36,btcom,342000,12,831747,11147,1,TM,3,VNPOST,0,24030002,"[33, 11113, 11143]",XKB8310023121
HD.904600.2403.0013,12,,2024-03-19 07:51:36,btcom,173000,1,904600,12415,1,TM,3,VNPOST,0,24030013,"[33, 12306, 12413]",XKB9010013186
HD.942140.2403.0003,12,,2024-03-19 07:51:36,btcom,368000,4,942140,12984,1,TM,3,VNPOST,0,24030003,"[33, 12948, 12979]",XKB9410013860
HD.943930.2403.0001,12,,2024-03-19 07:51:36,btcom,1391000,17,943930,13066,1,TM,3,VNPOST,0,24030001,"[33, 12948, 13062]",XKB9410013861
HD.953680.2403.0012,12,,2024-03-19 07:51:36,btcom,36000,1,953680,13169,1,TM,3,VNPOST,0,24030012,"[33, 13079, 13160]",XKB9510060591
HD.953680.2403.0013,12,,2024-03-19 07:51:36,btcom,36000,1,953680,13169,1,TM,3,VNPOST,0,24030013,"[33, 13079, 13160]",XKB9510060592
HD.953680.2403.0014,12,,2024-03-19 07:51:36,btcom,35000,1,953680,13169,1,TM,3,VNPOST,0,24030014,"[33, 13079, 13160]",XKB9510060594
HD.953680.2403.0015,12,,2024-03-19 07:51:36,btcom,175000,5,953680,13169,1,TM,3,VNPOST,0,24030015,"[33, 13079, 13160]",XKB9510060595
HD.116700.2403.0002,12,,2024-03-19 09:53:47,btcom,465000,10,116700,20013,1,TM,3,VNPOST,0,24030002,"[33, 19815, 19842]",XKB1300000178
HD.153400.2403.0001,12,,2024-03-19 09:53:47,btcom,3186200,35,153400,20068,1,TM,3,VNPOST,0,24030001,"[33, 19816, 19831]",XKB1400000379
HD.161640.2403.0001,12,,2024-03-19 09:53:47,btcom,477000,3,161640,794,1,TM,3,VNPOST,0,24030001,"[33, 748, 788]",XKB1610020592
HD.162040.2403.0003,12,,2024-03-19 09:53:47,btcom,1620350,80,162040,822,1,TM,3,VNPOST,0,24030003,"[33, 748, 803]",XKB1610020590
HD.162511.2403.0001,12,,2024-03-19 09:53:47,btcom,133000,1,162511,852,1,TM,3,VNPOST,0,24030001,"[33, 748, 848]",XKB1610020589
HD.162750.2403.0001,12,,2024-03-19 09:53:47,btcom,877000,104,162750,873,1,TM,3,VNPOST,0,24030001,"[33, 748, 848]",XKB1610020591
HD.161920.2403.0001,12,,2024-03-19 09:53:47,btcom,340200,3,161920,813,1,TM,3,VNPOST,0,24030001,"[33, 748, 803]",XKB1610020596
HD.173950.2403.0004,12,,2024-03-19 09:53:48,btcom,819000,12,173950,1052,1,TM,3,VNPOST,0,24030004,"[33, 945, 1038]",XKB1710033685
HD.175433.2403.0001,12,,2024-03-19 09:53:48,btcom,797400,10,175433,1132,1,TM,3,VNPOST,0,24030001,"[33, 945, 1126]",XKB1710033686
HD.176330.2403.0002,12,,2024-03-19 09:53:48,btcom,158250,8,176330,1194,1,TM,3,VNPOST,0,24030002,"[33, 945, 1169]",XKB1710033682
HD.176360.2403.0002,12,,2024-03-19 09:53:48,btcom,709000,6,176360,1197,1,TM,3,VNPOST,0,24030002,"[33, 945, 1169]",XKB1710033684
HD.176610.2403.0002,12,,2024-03-19 09:53:48,btcom,871000,15,176610,1214,1,TM,3,VNPOST,0,24030002,"[33, 945, 1201]",XKB1710033687
HD.223240.2403.0003,12,,2024-03-19 09:53:48,btcom,190000,5,223240,1826,1,TM,3,VNPOST,0,24030003,"[33, 1692, 1822]",XKB2200027542
HD.223310.2403.0001,12,,2024-03-19 09:53:48,btcom,1806500,17,223310,1830,1,TM,3,VNPOST,0,24030001,"[33, 1692, 1822]",XKB2200027544
HD.223340.2403.0001,12,,2024-03-19 09:53:48,btcom,703500,37,223340,1832,1,TM,3,VNPOST,0,24030001,"[33, 1692, 1822]",XKB2200027545
HD.237610.2403.0004,12,,2024-03-19 09:53:48,btcom,172500,50,237610,2127,1,TM,3,VNPOST,0,24030004,"[33, 1858, 2102]",XKB2310033119
HD.247270.2403.0002,12,,2024-03-19 09:53:48,btcom,456050,24,247270,2324,1,TM,3,VNPOST,0,24030002,"[33, 2128, 2305]",XKB2410019598
HD.257850.2403.0001,12,,2024-03-19 09:53:48,btcom,2224000,28,257850,2542,1,TM,3,VNPOST,0,24030001,"[33, 2340, 2532]",XKB2510031825
HD.261900.2403.0010,12,,2024-03-19 09:53:48,btcom,540000,18,261900,2597,1,TM,3,VNPOST,0,24030010,"[33, 2557, 2595]",XKB2610019865
HD.262320.2403.0001,12,,2024-03-19 09:53:48,btcom,490000,4,262320,2618,1,TM,3,VNPOST,0,24030001,"[33, 2557, 2615]",XKB2610019867
HD.262740.2403.0001,12,,2024-03-19 09:53:48,btcom,185000,3,262740,2633,1,TM,3,VNPOST,0,24030001,"[33, 2557, 2629]",XKB2610019868
HD.263890.2403.0001,12,,2024-03-19 09:53:48,btcom,510000,17,263890,2683,1,TM,3,VNPOST,0,24030001,"[33, 2557, 2675]",XKB2610019862
HD.264430.2403.0005,12,,2024-03-19 09:53:48,btcom,34000,1,264430,2705,1,TM,3,VNPOST,0,24030005,"[33, 2557, 2695]",XKB2610019866
HD.275850.2403.0022,12,,2024-03-19 09:53:48,btcom,35000,1,275850,2876,1,TM,3,VNPOST,0,24030022,"[33, 2709, 2862]",XKB2710041415
HD.272540.2403.0009,12,,2024-03-19 09:53:49,btcom,19500,1,272540,2771,1,TM,3,VNPOST,0,24030009,"[33, 2709, 2755]",XKB2710041425
HD.274350.2403.0002,12,,2024-03-19 09:53:49,btcom,458000,4,274350,19628,1,TM,3,VNPOST,0,24030002,"[33, 2709, 2808]",XKB2710041422
HD.274600.2403.0038,12,,2024-03-19 09:53:49,btcom,133000,1,274600,2828,1,TM,3,VNPOST,0,24030038,"[33, 2709, 2826]",XKB2710041426
HD.274600.2403.0039,12,,2024-03-19 09:53:49,btcom,38000,1,274600,2828,1,TM,3,VNPOST,0,24030039,"[33, 2709, 2826]",XKB2710041427
HD.275850.2403.0023,12,,2024-03-19 09:53:48,btcom,95000,1,275850,2876,1,TM,3,VNPOST,0,24030023,"[33, 2709, 2862]",XKB2710041416
HD.276700.2403.0027,12,,2024-03-19 09:53:49,btcom,60000,1,276700,2902,1,TM,3,VNPOST,0,24030027,"[33, 2709, 2900]",XKB2710041419
HD.276700.2403.0028,12,,2024-03-19 09:53:49,btcom,38000,1,276700,2902,1,TM,3,VNPOST,0,24030028,"[33, 2709, 2900]",XKB2710041421
HD.277100.2403.0014,12,,2024-03-19 09:53:49,btcom,146500,3,277100,2914,1,TM,3,VNPOST,0,24030014,"[33, 2709, 2912]",XKB2710041418
HD.277250.2403.0002,12,,2024-03-19 09:53:49,btcom,34000,1,277250,2921,1,TM,3,VNPOST,0,24030002,"[33, 2709, 2912]",XKB2710041420
HD.282670.2403.0003,12,,2024-03-19 09:53:49,btcom,961300,32,282670,3047,1,TM,3,VNPOST,0,24030003,"[33, 2944, 3015]",XKB2810025289
HD.292140.2403.0001,12,,2024-03-19 09:53:49,btcom,240000,16,292140,3138,1,TM,3,VNPOST,0,24030001,"[33, 3112, 3116]",XKB2910053005
HD.292140.2403.0002,12,,2024-03-19 09:53:49,btcom,636000,4,292140,3138,1,TM,3,VNPOST,0,24030002,"[33, 3112, 3116]",XKB2910053006
HD.292140.2403.0003,12,,2024-03-19 09:53:49,btcom,722000,19,292140,3138,1,TM,3,VNPOST,0,24030003,"[33, 3112, 3116]",XKB2910053007
HD.292140.2403.0004,12,,2024-03-19 09:53:49,btcom,149000,2,292140,3138,1,TM,3,VNPOST,0,24030004,"[33, 3112, 3116]",XKB2910053008
HD.292140.2403.0005,12,,2024-03-19 09:53:49,btcom,126000,3,292140,3138,1,TM,3,VNPOST,0,24030005,"[33, 3112, 3116]",XKB2910053009
HD.292140.2403.0006,12,,2024-03-19 09:53:49,btcom,441000,7,292140,3138,1,TM,3,VNPOST,0,24030006,"[33, 3112, 3116]",XKB2910053011
HD.292140.2403.0007,12,,2024-03-19 09:53:49,btcom,567000,5,292140,3138,1,TM,3,VNPOST,0,24030007,"[33, 3112, 3116]",XKB2910053012
HD.294008.2403.0004,12,,2024-03-19 09:53:49,btcom,1528000,34,294008,3195,1,TM,3,VNPOST,0,24030004,"[33, 3112, 3192]",XKB2910053010
HD.301710.2403.0004,12,,2024-03-19 09:53:49,btcom,69000,20,301710,3464,1,TM,3,VNPOST,0,24030004,"[33, 3432, 3454]",XKB3010044259
HD.304825.2403.0028,12,,2024-03-19 09:53:49,btcom,540000,18,304825,3558,1,TM,3,VNPOST,0,24030028,"[33, 3432, 3555]",XKB3010044257
HD.311000.2403.0002,12,,2024-03-19 09:53:49,btcom,532000,4,311000,3604,1,TM,3,VNPOST,0,24030002,"[33, 3596, 3600]",XKB3110016342
HD.311670.2403.0001,12,,2024-03-19 09:53:49,btcom,170000,5,311670,3642,1,TM,3,VNPOST,0,24030001,"[33, 3596, 3632]",XKB3110016344
HD.315224.2403.0002,12,,2024-03-19 09:53:49,btcom,133000,1,315224,3794,1,TM,3,VNPOST,0,24030002,"[33, 3596, 3790]",XKB3110016345
HD.323580.2403.0001,12,,2024-03-19 09:53:49,btcom,418500,16,323580,3912,1,TM,3,VNPOST,0,24030001,"[33, 3808, 3897]",XKB3210051000
HD.157330.2403.0001,12,,2024-03-19 09:53:50,btcom,2519900,32,157330,20379,1,TM,3,VNPOST,0,24030001,"[33, 19820, 19835]",XKB3700000689
HD.158710.2403.0002,12,,2024-03-19 09:53:50,btcom,302500,54,158710,20286,1,TM,3,VNPOST,0,24030002,"[33, 19819, 19850]",XKB3400000398
HD.334330.2403.0001,12,,2024-03-19 09:53:49,btcom,364000,4,334330,4161,1,TM,3,VNPOST,0,24030001,"[33, 4029, 4149]",XKB3310015628
HD.334330.2403.0002,12,,2024-03-19 09:53:50,btcom,133000,1,334330,4161,1,TM,3,VNPOST,0,24030002,"[33, 4029, 4149]",XKB3310015629
HD.334330.2403.0003,12,,2024-03-19 09:53:50,btcom,74500,1,334330,4161,1,TM,3,VNPOST,0,24030003,"[33, 4029, 4149]",XKB3310015630
HD.334330.2403.0004,12,,2024-03-19 09:53:50,btcom,126000,3,334330,4161,1,TM,3,VNPOST,0,24030004,"[33, 4029, 4149]",XKB3310015631
HD.334330.2403.0005,12,,2024-03-19 09:53:50,btcom,173000,1,334330,4161,1,TM,3,VNPOST,0,24030005,"[33, 4029, 4149]",XKB3310015632
HD.334330.2403.0006,12,,2024-03-19 09:53:50,btcom,290000,2,334330,4161,1,TM,3,VNPOST,0,24030006,"[33, 4029, 4149]",XKB3310015634
HD.353940.2403.0001,12,,2024-03-19 09:53:50,btcom,1270000,21,353940,4374,1,TM,3,VNPOST,0,24030001,"[33, 4211, 4370]",XKB3510075952
HD.354120.2403.0004,12,,2024-03-19 09:53:50,btcom,1165500,15,354120,4382,1,TM,3,VNPOST,0,24030004,"[33, 4211, 4370]",XKB3510075950
HD.356020.2403.0001,12,,2024-03-19 09:53:50,btcom,1016900,18,356020,4466,1,TM,3,VNPOST,0,24030001,"[33, 4211, 4450]",XKB3510075949
HD.366130.2403.0001,12,,2024-03-19 09:53:50,btcom,895000,9,366130,4652,1,TM,3,VNPOST,0,24030001,"[33, 4467, 4636]",XKB3610033548
HD.381271.2403.0032,12,,2024-03-19 09:53:50,btcom,13800,4,381271,4710,1,TM,3,VNPOST,0,24030032,"[33, 4695, 4699]",XKB3810036345
HD.382530.2403.0003,12,,2024-03-19 09:53:50,btcom,733100,29,382530,4758,1,TM,3,VNPOST,0,24030003,"[33, 4695, 4754]",XKB3810036343
HD.384230.2403.0011,12,,2024-03-19 09:53:50,btcom,38000,1,384230,4816,1,TM,3,VNPOST,0,24030011,"[33, 4695, 4808]",XKB3810036346
HD.384230.2403.0012,12,,2024-03-19 09:53:50,btcom,38000,1,384230,4816,1,TM,3,VNPOST,0,24030012,"[33, 4695, 4808]",XKB3810036347
HD.384230.2403.0013,12,,2024-03-19 09:53:50,btcom,133000,1,384230,4816,1,TM,3,VNPOST,0,24030013,"[33, 4695, 4808]",XKB3810036348
HD.384230.2403.0014,12,,2024-03-19 09:53:50,btcom,194000,1,384230,4816,1,TM,3,VNPOST,0,24030014,"[33, 4695, 4808]",XKB3810036349
HD.384230.2403.0015,12,,2024-03-19 09:53:50,btcom,3450,1,384230,4816,1,TM,3,VNPOST,0,24030015,"[33, 4695, 4808]",XKB3810036354
HD.384230.2403.0016,12,,2024-03-19 09:53:50,btcom,3450,1,384230,4816,1,TM,3,VNPOST,0,24030016,"[33, 4695, 4808]",XKB3810036355
HD.384230.2403.0017,12,,2024-03-19 09:53:50,btcom,3450,1,384230,4816,1,TM,3,VNPOST,0,24030017,"[33, 4695, 4808]",XKB3810036356
HD.380000.2403.0035,12,,2024-03-19 09:53:51,btcom,34000,1,380000,4701,1,TM,3,VNPOST,0,24030035,"[33, 4695, 4699]",XKB3810036365
HD.381271.2403.0033,12,,2024-03-19 09:53:51,btcom,54000,2,381271,4710,1,TM,3,VNPOST,0,24030033,"[33, 4695, 4699]",XKB3810036363
HD.381430.2403.0007,12,,2024-03-19 09:53:51,btcom,380000,12,381430,4711,1,TM,3,VNPOST,0,24030007,"[33, 4695, 4699]",XKB3810036368
HD.382600.2403.0004,12,,2024-03-19 09:53:51,btcom,1139000,21,382600,4760,1,TM,3,VNPOST,0,24030004,"[33, 4695, 4754]",XKB3810036364
HD.382852.2403.0002,12,,2024-03-19 09:53:51,btcom,190000,5,382852,4769,1,TM,3,VNPOST,0,24030002,"[33, 4695, 4754]",XKB3810036367
HD.383650.2403.0002,12,,2024-03-19 09:53:51,btcom,178000,2,383650,4793,1,TM,3,VNPOST,0,24030002,"[33, 4695, 4787]",XKB3810036369
HD.384230.2403.0018,12,,2024-03-19 09:53:50,btcom,3450,1,384230,4816,1,TM,3,VNPOST,0,24030018,"[33, 4695, 4808]",XKB3810036357
HD.384230.2403.0019,12,,2024-03-19 09:53:51,btcom,3450,1,384230,4816,1,TM,3,VNPOST,0,24030019,"[33, 4695, 4808]",XKB3810036358
HD.384230.2403.0020,12,,2024-03-19 09:53:51,btcom,3450,1,384230,4816,1,TM,3,VNPOST,0,24030020,"[33, 4695, 4808]",XKB3810036359
HD.384230.2403.0021,12,,2024-03-19 09:53:51,btcom,3450,1,384230,4816,1,TM,3,VNPOST,0,24030021,"[33, 4695, 4808]",XKB3810036360
HD.384230.2403.0022,12,,2024-03-19 09:53:51,btcom,3450,1,384230,4816,1,TM,3,VNPOST,0,24030022,"[33, 4695, 4808]",XKB3810036361
HD.384230.2403.0023,12,,2024-03-19 09:53:51,btcom,3450,1,384230,4816,1,TM,3,VNPOST,0,24030023,"[33, 4695, 4808]",XKB3810036362
HD.391920.2403.0001,12,,2024-03-19 09:53:51,btcom,896000,12,391920,19121,1,TM,3,VNPOST,0,24030001,"[33, 4848, 4891]",XKB3910007020
HD.391990.2403.0001,12,,2024-03-19 09:53:51,btcom,551000,7,391990,19123,1,TM,3,VNPOST,0,24030001,"[33, 4848, 4891]",XKB3910007026
HD.392070.2403.0001,12,,2024-03-19 09:53:51,btcom,1014000,19,392070,19125,1,TM,3,VNPOST,0,24030001,"[33, 4848, 4891]",XKB3910007025
HD.392080.2403.0001,12,,2024-03-19 09:53:51,btcom,465750,135,392080,19126,1,TM,3,VNPOST,0,24030001,"[33, 4848, 4891]",XKB3910007024
HD.392081.2403.0001,12,,2024-03-19 09:53:51,btcom,1489000,12,392081,4896,1,TM,3,VNPOST,0,24030001,"[33, 4848, 4891]",XKB3910007019
HD.392122.2403.0001,12,,2024-03-19 09:53:51,btcom,1566000,13,392122,19128,1,TM,3,VNPOST,0,24030001,"[33, 4848, 4891]",XKB3910007027
HD.392141.2403.0001,12,,2024-03-19 09:53:51,btcom,808600,22,392141,19129,1,TM,3,VNPOST,0,24030001,"[33, 4848, 4891]",XKB3910007023
HD.392221.2403.0001,12,,2024-03-19 09:53:51,btcom,570000,15,392221,19130,1,TM,3,VNPOST,0,24030001,"[33, 4848, 4891]",XKB3910007021
HD.392241.2403.0001,12,,2024-03-19 09:53:51,btcom,1181000,14,392241,19131,1,TM,3,VNPOST,0,24030001,"[33, 4848, 4891]",XKB3910007022
HD.401380.2403.0002,12,,2024-03-19 09:53:51,btcom,380000,10,401380,4954,1,TM,3,VNPOST,0,24030002,"[33, 4939, 4943]",XKB4010027890
HD.412250.2403.0002,12,,2024-03-19 09:53:51,btcom,923500,12,412250,5127,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5113]",XKB4110054035
HD.413060.2403.0001,12,,2024-03-19 09:53:51,btcom,173000,1,413060,5184,1,TM,3,VNPOST,0,24030001,"[33, 5095, 5160]",XKB4110054034
HD.412240.2403.0002,12,,2024-03-19 09:53:51,btcom,344400,4,412240,5126,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5113]",XKB4110054036
HD.412410.2403.0002,12,,2024-03-19 09:53:52,btcom,420000,5,412410,5140,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5113]",XKB4110054039
HD.412420.2403.0002,12,,2024-03-19 09:53:52,btcom,468400,9,412420,5141,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5113]",XKB4110054041
HD.412440.2403.0002,12,,2024-03-19 09:53:52,btcom,340500,7,412440,5143,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5113]",XKB4110054042
HD.412480.2403.0002,12,,2024-03-19 09:53:52,btcom,1160300,45,412480,5145,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5113]",XKB4110054046
HD.412830.2403.0002,12,,2024-03-19 09:53:52,btcom,347000,7,412830,5165,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5160]",XKB4110054040
HD.412890.2403.0002,12,,2024-03-19 09:53:52,btcom,2080900,29,412890,5170,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5160]",XKB4110054047
HD.412915.2403.0002,12,,2024-03-19 09:53:52,btcom,939000,23,412915,5172,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5160]",XKB4110054043
HD.413710.2403.0001,12,,2024-03-19 09:53:52,btcom,2375000,47,413710,5224,1,TM,3,VNPOST,0,24030001,"[33, 5095, 5211]",XKB4110054037
HD.414310.2403.0002,12,,2024-03-19 09:53:52,btcom,700000,14,414310,5263,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5253]",XKB4110054044
HD.414540.2403.0002,12,,2024-03-19 09:53:52,btcom,42000,1,414540,5280,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5253]",XKB4110054038
HD.414913.2403.0002,12,,2024-03-19 09:53:52,btcom,692000,4,414913,5293,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5290]",XKB4110054045
HD.411810.2403.0002,12,,2024-03-19 09:53:53,btcom,5551700,127,411810,5110,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5099]",XKB4110054060
HD.412430.2403.0002,12,,2024-03-19 09:53:53,btcom,412000,10,412430,5142,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5113]",XKB4110054055
HD.412450.2403.0002,12,,2024-03-19 09:53:53,btcom,886800,11,412450,5144,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5113]",XKB4110054050
HD.412800.2403.0008,12,,2024-03-19 09:53:53,btcom,72000,2,412800,5162,1,TM,3,VNPOST,0,24030008,"[33, 5095, 5160]",XKB4110054054
HD.412820.2403.0002,12,,2024-03-19 09:53:53,btcom,59000,3,412820,5164,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5160]",XKB4110054053
HD.412840.2403.0002,12,,2024-03-19 09:53:53,btcom,887000,10,412840,5166,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5160]",XKB4110054051
HD.413170.2403.0001,12,,2024-03-19 09:53:53,btcom,1679000,41,413170,5192,1,TM,3,VNPOST,0,24030001,"[33, 5095, 5160]",XKB4110054056
HD.413611.2403.0001,12,,2024-03-19 09:53:53,btcom,911500,83,413611,5215,1,TM,3,VNPOST,0,24030001,"[33, 5095, 5211]",XKB4110054063
HD.413730.2403.0002,12,,2024-03-19 09:53:53,btcom,138000,6,413730,5226,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5211]",XKB4110054061
HD.413750.2403.0002,12,,2024-03-19 09:53:53,btcom,109000,1,413750,5227,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5211]",XKB4110054065
HD.413760.2403.0002,12,,2024-03-19 09:53:53,btcom,74500,1,413760,5228,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5211]",XKB4110054066
HD.413840.2403.0002,12,,2024-03-19 09:53:53,btcom,1445500,30,413840,5234,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5211]",XKB4110054067
HD.413921.2403.0002,12,,2024-03-19 09:53:53,btcom,152000,2,413921,5242,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5211]",XKB4110054069
HD.414913.2403.0003,12,,2024-03-19 09:53:52,btcom,90000,1,414913,5293,1,TM,3,VNPOST,0,24030003,"[33, 5095, 5290]",XKB4110054048
HD.414913.2403.0004,12,,2024-03-19 09:53:53,btcom,98000,2,414913,5293,1,TM,3,VNPOST,0,24030004,"[33, 5095, 5290]",XKB4110054049
HD.414913.2403.0005,12,,2024-03-19 09:53:53,btcom,39000,1,414913,5293,1,TM,3,VNPOST,0,24030005,"[33, 5095, 5290]",XKB4110054058
HD.414913.2403.0006,12,,2024-03-19 09:53:53,btcom,109000,1,414913,5293,1,TM,3,VNPOST,0,24030006,"[33, 5095, 5290]",XKB4110054062
HD.414970.2403.0002,12,,2024-03-19 09:53:53,btcom,159000,1,414970,5297,1,TM,3,VNPOST,0,24030002,"[33, 5095, 5290]",XKB4110054070
HD.425120.2403.0002,12,,2024-03-19 09:53:54,btcom,881500,17,425120,5500,1,TM,3,VNPOST,0,24030002,"[33, 5403, 5496]",XKB4210049540
HD.425130.2403.0002,12,,2024-03-19 09:53:54,btcom,1353500,49,425130,5501,1,TM,3,VNPOST,0,24030002,"[33, 5403, 5496]",XKB4210049543
HD.426110.2403.0002,12,,2024-03-19 09:53:54,btcom,59000,1,426110,5552,1,TM,3,VNPOST,0,24030002,"[33, 5403, 5525]",XKB4210049541
