discount_rate,quantity_change,issue_type,issue_code,price,invoice_code,product_code,discount,quantity,unit,pkg_quantity
"[20, 0, 0]",0,1,Bán,3450,HD.415670.2403.0002,BOTCANH02,"[16560, 20700, 20700]",6,Gói,0.12
"[24.5, 0, 0]",0,1,Bán,38000,HD.415670.2403.0002,0512B,"[57380, 76000, 76000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,129000,HD.415670.2403.0002,ING010201,"[486975, 645000, 645000]",5,Chai,1.25
"[24.5, 0, 0]",0,1,Bán,30000,HD.415670.2403.0002,0515B,"[22650, 30000, 30000]",1,Túi,0.0555555555555555
"[24.5, 0, 0]",0,1,Bán,159000,HD.415670.2403.0002,BTCBNG0318,"[120045, 159000, 159000]",1,Combo,0.25
"[24.5, 0, 0]",0,1,Bán,15000,HD.415670.2403.0002,SV221303,"[56625, 75000, 75000]",5,Bánh,0.2083333333333333
"[24.5, 0, 0]",0,1,Bán,24000,HD.415670.2403.0002,LX220110,"[54360, 72000, 72000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,159000,HD.416050.2403.0002,BTCBNG0318,"[240090, 318000, 318000]",2,Combo,0.5
"[15, 0, 0]",0,1,Bán,19500,HD.416050.2403.0002,KHANKR2,"[49725, 58500, 58500]",3,Gói,0.06
"[20, 0, 0]",0,1,Bán,3450,HD.416050.2403.0002,BOTCANH02,"[44160, 55200, 55200]",16,Gói,0.32
"[24.5, 0, 0]",0,1,Bán,24000,HD.416050.2403.0002,LX220110,"[36240, 48000, 48000]",2,Chai,0.1666666666666666
"[15, 0, 0]",0,1,Bán,63000,HD.416050.2403.0002,DAUAN1012,"[160650, 189000, 189000]",3,Chai,0.2
"[24.5, 0, 0]",0,1,Bán,91000,HD.433820.2403.0001,0209B,"[412230, 546000, 546000]",6,Túi,1.0
"[24.5, 0, 0]",0,1,Bán,34000,HD.433820.2403.0001,N0404B,"[308040, 408000, 408000]",12,Túi,0.6
"[24.5, 0, 0]",0,1,Bán,74500,HD.433820.2403.0001,N0402B,"[281237.5, 372500, 372500]",5,Túi,0.625
"[24.5, 0, 0]",0,1,Bán,30000,HD.433820.2403.0001,0515B,"[181200, 240000, 240000]",8,Túi,0.4444444444444444
"[15, 0, 0]",0,1,Bán,63000,HD.433820.2403.0001,DAUAN1012,"[589050, 693000, 693000]",11,Chai,0.7333333333333333
"[20, 0, 0]",0,1,Bán,25700,HD.433820.2403.0001,MALAY030101,"[493440, 616800, 616800]",24,Lon,1.0
"[24.5, 0, 0]",0,1,Bán,34000,HD.452770.2403.0005,LX220711,"[102680, 136000, 136000]",4,Chai,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,39000,HD.456020.2403.0005,LX220111,"[147225, 195000, 195000]",5,Chai,0.4166666666666667
"[15, 0, 0]",0,1,Bán,315000,HD.456020.2403.0005,DAUAN1015,"[267750, 315000, 315000]",1,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,38000,HD.465490.2403.0007,0512B,"[573800, 760000, 760000]",20,Chai,1.6666666666666667
"[24.5, 0, 0]",0,1,Bán,133000,HD.465490.2403.0007,0516B,"[200830, 266000, 266000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,30000,HD.465490.2403.0007,0515B,"[67950, 90000, 90000]",3,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,133000,HD.468415.2403.0005,0516B,"[401660, 532000, 532000]",4,Can,1.0
"[24.5, 0, 0]",0,1,Bán,74500,HD.471520.2403.0008,N0402B,"[337485, 447000, 447000]",6,Túi,0.75
"[24.5, 0, 0]",0,1,Bán,15000,HD.471520.2403.0008,SV221303,"[169875, 225000, 225000]",15,Bánh,0.625
"[24.5, 0, 0]",0,1,Bán,173000,HD.476080.2403.0003,VL110302,"[130615, 173000, 173000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,159000,HD.476080.2403.0003,0318B,"[240090, 318000, 318000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,10500,HD.476080.2403.0003,0311B,"[7927.5, 10500, 10500]",1,Túi,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,39000,HD.476080.2403.0003,LX220111,"[29445, 39000, 39000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,24000,HD.476220.2403.0006,LX220110,"[18120, 24000, 24000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,60000,HD.476220.2403.0006,0707B,"[45300, 60000, 60000]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,38000,HD.482130.2403.0004,0512B,"[28690, 38000, 38000]",1,Chai,0.0833333333333333
"[20, 0, 0]",0,1,Bán,25700,HD.486110.2403.0003,MALAY030101,"[41120, 51400, 51400]",2,Lon,0.0833333333333333
"[20, 0, 0]",0,1,Bán,15800,HD.486110.2403.0003,MBC030502,"[12640, 15800, 15800]",1,Gói,0.0333333333333333
"[15, 0, 0]",0,1,Bán,19500,HD.523320.2403.0001,KHANKR2,"[116025, 136500, 136500]",7,Gói,0.14
"[24.5, 0, 0]",0,1,Bán,91000,HD.523320.2403.0001,0209B,"[343525, 455000, 455000]",5,Túi,0.8333333333333334
"[24.5, 0, 0]",0,1,Bán,38000,HD.523320.2403.0001,0512B,"[631180, 836000, 836000]",22,Chai,1.8333333333333333
"[24.5, 0, 0]",0,1,Bán,133000,HD.523320.2403.0001,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[20, 0, 0]",0,1,Bán,25700,HD.523320.2403.0001,MALAY030101,"[514000, 642500, 642500]",25,Lon,1.0416666666666667
"[24.5, 0, 0]",0,1,Bán,42000,HD.523320.2403.0001,LX220106,"[158550, 210000, 210000]",5,Chai,0.4166666666666667
"[24.5, 0, 0]",0,1,Bán,173000,HD.523320.2403.0001,VL110302,"[130615, 173000, 173000]",1,Can,0.25
"[15, 0, 0]",0,1,Bán,63000,HD.523320.2403.0001,DAUAN1012,"[53550, 63000, 63000]",1,Chai,0.0666666666666666
"[24.5, 0, 0]",0,1,Bán,109000,HD.523320.2403.0001,VL220211,"[246885, 327000, 327000]",3,Can,0.5
"[20, 0, 0]",0,1,Bán,16500,HD.561810.2403.0010,BTNMTD2501,"[-132000, -165000, -165000]",-10,Chai,-0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,39000,HD.561810.2403.0010,RTTT1101,"[-412230, -546000, -546000]",-14,Chai,-1.1666666666666667
"[24.5, 0, 0]",0,1,Bán,109000,HD.561810.2403.0010,VL220211,"[-905245, -1199000, -1199000]",-11,Can,-1.8333333333333333
"[24.5, 0, 0]",0,1,Bán,38000,HD.561810.2403.0010,0512B,"[-487730, -646000, -646000]",-17,Chai,-1.4166666666666667
"[24.5, 0, 0]",0,1,Bán,30000,HD.561810.2403.0010,0515B,"[-385050, -510000, -510000]",-17,Túi,-0.9444444444444444
"[24.5, 0, 0]",0,1,Bán,91000,HD.561810.2403.0010,0209B,"[-68705, -91000, -91000]",-1,Túi,-0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,30000,HD.622211.2403.0004,0515B,"[113250, 150000, 150000]",5,Túi,0.2777777777777778
"[20, 0, 0]",0,1,Bán,29500,HD.622211.2403.0004,BTNMTD2201,"[94400, 118000, 118000]",4,Chai,0.2222222222222222
"[24.5, 0, 0]",0,1,Bán,24000,HD.622211.2403.0004,VL220519,"[18120, 24000, 24000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,34000,HD.622211.2403.0004,LX220711,"[25670, 34000, 34000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,133000,HD.622211.2403.0004,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,34000,HD.622211.2403.0004,N0404B,"[51340, 68000, 68000]",2,Túi,0.1
"[25, 0, 0]",0,1,Bán,28500,HD.622211.2403.0004,HNDS015001,"[21375, 28500, 28500]",1,Gói,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,60000,HD.634300.2403.0005,0707B,"[45300, 60000, 60000]",1,Túi,0.125
"[15, 0, 0]",0,1,Bán,63000,HD.634300.2403.0006,DAUAN1012,"[428400, 504000, 504000]",8,Chai,0.5333333333333333
"[24.5, 0, 0]",0,1,Bán,145000,HD.634300.2403.0007,NGCM036002,"[328425, 435000, 435000]",3,Túi,0.75
"[24.5, 0, 0]",0,1,Bán,159000,HD.637400.2403.0003,0318B,"[120045, 159000, 159000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,59000,HD.637400.2403.0003,LX220712,"[44545, 59000, 59000]",1,Chai,0.125
"[24.5, 0, 0]",0,1,Bán,74500,HD.631300.2403.0012,N0402B,"[112495, 149000, 149000]",2,Túi,0.25
"[24.5, 0, 0]",0,1,Bán,133000,HD.634300.2403.0008,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,34000,HD.634300.2403.0009,LX220711,"[25670, 34000, 34000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,59000,HD.634300.2403.0010,LX220712,"[89090, 118000, 118000]",2,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,35000,HD.634300.2403.0011,KDR10309,"[26425, 35000, 35000]",1,Tuýp,0.0416666666666666
"[24.5, 0, 0]",0,1,Bán,59000,HD.634300.2403.0012,LX220714,"[44545, 59000, 59000]",1,Chai,0.125
"[24.5, 0, 0]",0,1,Bán,39000,HD.634300.2403.0013,LX220111,"[29445, 39000, 39000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,42000,HD.634300.2403.0014,LX220106,"[31710, 42000, 42000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,39000,HD.675620.2403.0014,LX220111,"[29445, 39000, 39000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,35000,HD.731200.2403.0057,KDR10309,"[79275, 105000, 105000]",3,Tuýp,0.125
"[24.5, 0, 0]",0,1,Bán,15000,HD.823670.2403.0032,SV221303,"[22650, 30000, 30000]",2,Bánh,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,159000,HD.823760.2403.0041,0318B,"[120045, 159000, 159000]",1,Can,0.25
"[15, 0, 0]",0,1,Bán,12800,HD.853700.2403.0031,KHANKR1,"[10880, 12800, 12800]",1,Gói,0.025
"[20, 0, 0]",0,1,Bán,25700,HD.863911.2403.0001,MALAY030101,"[61680, 77100, 77100]",3,Lon,0.125
"[20, 0, 0]",0,1,Bán,30500,HD.863911.2403.0001,DCH030701,"[122000, 152500, 152500]",5,Gói,0.25
"[24.5, 0, 0]",0,1,Bán,35000,HD.863911.2403.0001,KDR10309,"[79275, 105000, 105000]",3,Tuýp,0.125
"[24.5, 0, 0]",0,1,Bán,15000,HD.863911.2403.0001,SV221303,"[56625, 75000, 75000]",5,Bánh,0.2083333333333333
"[15, 0, 0]",0,1,Bán,52000,HD.863911.2403.0001,GIAY1002,"[88400, 104000, 104000]",2,Túi,0.1666666666666666
"[15, 0, 0]",0,1,Bán,63000,HD.863911.2403.0001,DAUAN1012,"[535500, 630000, 630000]",10,Chai,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,95000,HD.863911.2403.0001,CST020401,"[215175, 285000, 285000]",3,Chai,0.5
"[24.5, 0, 0]",0,1,Bán,30000,HD.863911.2403.0001,0515B,"[249150, 330000, 330000]",11,Túi,0.6111111111111112
"[24.5, 0, 0]",0,1,Bán,133000,HD.863911.2403.0001,0516B,"[301245, 399000, 399000]",3,Can,0.75
"[24.5, 0, 0]",0,1,Bán,74500,HD.863911.2403.0001,N0402B,"[168742.5, 223500, 223500]",3,Túi,0.375
"[24.5, 0, 0]",0,1,Bán,194000,HD.863911.2403.0001,N0403B,"[146470, 194000, 194000]",1,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,109000,HD.863911.2403.0001,VL220211,"[329180, 436000, 436000]",4,Can,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,91000,HD.863911.2403.0001,0209B,"[137410, 182000, 182000]",2,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,10500,HD.863911.2403.0001,0311B,"[31710, 42000, 42000]",4,Túi,0.3333333333333333
"[20, 0, 0]",0,1,Bán,24500,HD.871400.2403.0035,BTCL007002,"[19600, 24500, 24500]",1,Cái,0.1
"[24.5, 0, 0]",0,1,Bán,149000,HD.871400.2403.0036,ICC020401,"[112495, 149000, 149000]",1,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,133000,HD.931380.2403.0004,0516B,"[1204980, 1596000, 1596000]",12,Can,3.0
"[24.5, 0, 0]",0,1,Bán,159000,HD.931380.2403.0005,BTCBNG0318,"[1440540, 1908000, 1908000]",12,Combo,3.0
"[24.5, 0, 0]",0,1,Bán,173000,HD.953100.2403.0036,BTCBNG0302,"[1306150, 1730000, 1730000]",10,Combo,2.5
"[15, 0, 0]",0,1,Bán,63000,HD.161380.2403.0001,DAUAN1012,"[160650, 189000, 189000]",3,Chai,0.2
"[15, 0, 0]",0,1,Bán,63000,HD.142000.2403.0007,DAUAN1012,"[1071000, 1260000, 1260000]",20,Chai,1.3333333333333333
"[24.5, 0, 0]",0,1,Bán,194000,HD.161370.2403.0002,N0403B,"[439410, 582000, 582000]",3,Túi,1.0
"[15, 0, 0]",0,1,Bán,63000,HD.162090.2403.0001,DAUAN1012,"[428400, 504000, 504000]",8,Chai,0.5333333333333333
"[24.5, 0, 0]",0,1,Bán,42000,HD.162090.2403.0002,LX220106,"[31710, 42000, 42000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,15000,HD.162090.2403.0002,SV221303,"[56625, 75000, 75000]",5,Bánh,0.2083333333333333
"[24.5, 0, 0]",0,1,Bán,133000,HD.162090.2403.0003,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,42000,HD.175966.2403.0001,LX220106,"[95130, 126000, 126000]",3,Chai,0.25
"[15, 0, 0]",0,1,Bán,63000,HD.175966.2403.0001,DAUAN1012,"[535500, 630000, 630000]",10,Chai,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,74500,HD.175966.2403.0001,N0402B,"[224990, 298000, 298000]",4,Túi,0.5
"[24.5, 0, 0]",0,1,Bán,133000,HD.175966.2403.0001,0516B,"[301245, 399000, 399000]",3,Can,0.75
"[24.5, 0, 0]",0,1,Bán,38000,HD.175966.2403.0001,0512B,"[86070, 114000, 114000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,159000,HD.175966.2403.0001,0318B,"[360135, 477000, 477000]",3,Can,0.75
"[24.5, 0, 0]",0,1,Bán,91000,HD.175966.2403.0001,0209B,"[137410, 182000, 182000]",2,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,35000,HD.175966.2403.0001,KDR10309,"[52850, 70000, 70000]",2,Tuýp,0.0833333333333333
"[15, 0, 0]",0,1,Bán,76000,HD.175966.2403.0001,GIAY1003,"[193800, 228000, 228000]",3,Túi,0.3
"[24.5, 0, 0]",0,1,Bán,15000,HD.175966.2403.0001,SV221303,"[56625, 75000, 75000]",5,Bánh,0.2083333333333333
"[24.5, 0, 0]",0,1,Bán,60000,HD.176010.2403.0001,0707B,"[226500, 300000, 300000]",5,Túi,0.625
"[24.5, 0, 0]",0,1,Bán,133000,HD.176010.2403.0001,0516B,"[200830, 266000, 266000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,38000,HD.176010.2403.0001,0512B,"[172140, 228000, 228000]",6,Chai,0.5
"[15, 0, 0]",0,1,Bán,113400,HD.176010.2403.0001,DAUAN1014,"[578340, 680400, 680400]",6,Chai,1.0
"[24.5, 0, 0]",0,1,Bán,159000,HD.176010.2403.0001,0318B,"[120045, 159000, 159000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,39000,HD.176010.2403.0001,LX220111,"[58890, 78000, 78000]",2,Chai,0.1666666666666666
"[15, 0, 0]",0,1,Bán,76000,HD.176010.2403.0001,GIAY1003,"[258400, 304000, 304000]",4,Túi,0.4
"[20, 0, 0]",0,1,Bán,36000,HD.176010.2403.0001,TKU020701,"[201600, 252000, 252000]",7,Gói,0.5833333333333334
"[15, 0, 0]",0,1,Bán,63000,HD.176010.2403.0001,DAUAN1012,"[535500, 630000, 630000]",10,Chai,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,194000,HD.176170.2403.0002,N0403B,"[146470, 194000, 194000]",1,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,34000,HD.176170.2403.0002,N0404B,"[128350, 170000, 170000]",5,Túi,0.25
"[24.5, 0, 0]",0,1,Bán,39000,HD.176170.2403.0002,RTTT1101,"[29445, 39000, 39000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,173000,HD.176170.2403.0002,BTCBNG0302,"[130615, 173000, 173000]",1,Combo,0.25
"[20, 0, 0]",0,1,Bán,3450,HD.176170.2403.0002,BOTCANH02,"[55200, 69000, 69000]",20,Gói,0.4
"[24.5, 0, 0]",0,1,Bán,74500,HD.176170.2403.0002,N0402B,"[56247.5, 74500, 74500]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,133000,HD.176170.2403.0002,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,30000,HD.176170.2403.0002,0515B,"[67950, 90000, 90000]",3,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,159000,HD.176170.2403.0002,0318B,"[360135, 477000, 477000]",3,Can,0.75
"[24.5, 0, 0]",0,1,Bán,10500,HD.176170.2403.0002,0311B,"[15855, 21000, 21000]",2,Túi,0.1666666666666666
"[15, 0, 0]",0,1,Bán,19500,HD.176170.2403.0002,KHANKR2,"[16575, 19500, 19500]",1,Gói,0.02
"[15, 0, 0]",0,1,Bán,76000,HD.176170.2403.0002,GIAY1003,"[129200, 152000, 152000]",2,Túi,0.2
"[15, 0, 0]",0,1,Bán,63000,HD.176190.2403.0001,DAUAN1012,"[803250, 945000, 945000]",15,Chai,1.0
"[20, 0, 0]",0,1,Bán,16200,HD.176210.2403.0012,BOTCANH03,"[12960, 16200, 16200]",1,Gói,0.1
"[15, 0, 0]",0,1,Bán,63000,HD.176210.2403.0012,DAUAN1012,"[53550, 63000, 63000]",1,Chai,0.0666666666666666
"[24.5, 0, 0]",0,1,Bán,91000,HD.176240.2403.0002,0209B,"[68705, 91000, 91000]",1,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,133000,HD.176240.2403.0002,0516B,"[200830, 266000, 266000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,159000,HD.176240.2403.0002,BTCBNG0318,"[120045, 159000, 159000]",1,Combo,0.25
"[24.5, 0, 0]",0,1,Bán,60000,HD.176240.2403.0002,0707B,"[90600, 120000, 120000]",2,Túi,0.25
"[15, 0, 0]",0,1,Bán,52000,HD.186760.2403.0001,GIAY1002,"[176800, 208000, 208000]",4,Túi,0.3333333333333333
"[20, 0, 0]",0,1,Bán,25700,HD.186760.2403.0001,MALAY030101,"[41120, 51400, 51400]",2,Lon,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,194000,HD.186760.2403.0001,N0403B,"[146470, 194000, 194000]",1,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,74500,HD.186760.2403.0001,N0402B,"[168742.5, 223500, 223500]",3,Túi,0.375
"[24.5, 0, 0]",0,1,Bán,42000,HD.186760.2403.0001,LX220106,"[31710, 42000, 42000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,38000,HD.186760.2403.0001,0512B,"[28690, 38000, 38000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,30000,HD.186760.2403.0001,0515B,"[45300, 60000, 60000]",2,Túi,0.1111111111111111
"[15, 0, 0]",0,1,Bán,63000,HD.186760.2403.0001,DAUAN1012,"[160650, 189000, 189000]",3,Chai,0.2
"[15, 0, 0]",0,1,Bán,52000,HD.186760.2403.0002,GIAY1002,"[132600, 156000, 156000]",3,Túi,0.25
"[24.5, 0, 0]",0,1,Bán,30000,HD.223120.2403.0001,0515B,"[158550, 210000, 210000]",7,Túi,0.3888888888888889
"[24.5, 0, 0]",0,1,Bán,133000,HD.223120.2403.0001,0516B,"[401660, 532000, 532000]",4,Can,1.0
"[24.5, 0, 0]",0,1,Bán,159000,HD.223120.2403.0001,BTCBNG0318,"[360135, 477000, 477000]",3,Combo,0.75
"[15, 0, 0]",0,1,Bán,63000,HD.223120.2403.0001,DAUAN1012,"[267750, 315000, 315000]",5,Chai,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,30000,HD.235660.2403.0005,0515B,"[90600, 120000, 120000]",4,Túi,0.2222222222222222
"[24.5, 0, 0]",0,1,Bán,133000,HD.235660.2403.0006,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,159000,HD.235720.2403.0012,0318B,"[120045, 159000, 159000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,38000,HD.235720.2403.0012,0512B,"[28690, 38000, 38000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,60000,HD.235720.2403.0012,0707B,"[90600, 120000, 120000]",2,Túi,0.25
"[24.5, 0, 0]",0,1,Bán,42000,HD.235720.2403.0012,LX220106,"[95130, 126000, 126000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,24000,HD.235720.2403.0012,LX220110,"[18120, 24000, 24000]",1,Chai,0.0833333333333333
"[15, 0, 0]",0,1,Bán,63000,HD.235720.2403.0012,DAUAN1012,"[160650, 189000, 189000]",3,Chai,0.2
"[15, 0, 0]",0,1,Bán,113400,HD.235720.2403.0012,DAUAN1014,"[96390, 113400, 113400]",1,Chai,0.1666666666666666
"[15, 0, 0]",0,1,Bán,76000,HD.235720.2403.0012,GIAY1003,"[64600, 76000, 76000]",1,Túi,0.1
"[15, 0, 0]",0,1,Bán,63000,HD.235830.2403.0002,DAUAN1012,"[53550, 63000, 63000]",1,Chai,0.0666666666666666
"[15, 0, 0]",0,1,Bán,113400,HD.235830.2403.0002,DAUAN1014,"[385560, 453600, 453600]",4,Chai,0.6666666666666666
