discount_rate,quantity_change,issue_type,issue_code,price,invoice_code,product_code,discount,quantity,unit,pkg_quantity
"[15, 0, 0]",0,1,Bán,63000,HD.523340.2403.0001,DAUAN1012,"[107100, 126000, 126000]",2,Chai,0.1333333333333333
"[24.5, 0, 0]",0,1,Bán,109000,HD.523340.2403.0001,VL220211,"[164590, 218000, 218000]",2,Can,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,34000,HD.523340.2403.0001,N0404B,"[385050, 510000, 510000]",15,Túi,0.75
"[24.5, 0, 0]",0,1,Bán,74500,HD.523340.2403.0001,N0402B,"[281237.5, 372500, 372500]",5,Túi,0.625
"[24.5, 0, 0]",0,1,Bán,60000,HD.523340.2403.0001,0707B,"[45300, 60000, 60000]",1,Túi,0.125
"[20, 0, 0]",0,1,Bán,36000,HD.523340.2403.0001,TKU020701,"[57600, 72000, 72000]",2,Gói,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,38000,HD.523340.2403.0001,0512B,"[602490, 798000, 798000]",21,Chai,1.75
"[24.5, 0, 0]",0,1,Bán,30000,HD.523340.2403.0001,0515B,"[22650, 30000, 30000]",1,Túi,0.0555555555555555
"[24.5, 0, 0]",0,1,Bán,133000,HD.523340.2403.0001,0516B,"[301245, 399000, 399000]",3,Can,0.75
"[24.5, 0, 0]",0,1,Bán,38000,HD.571650.2403.0008,0512B,"[28690, 38000, 38000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,74500,HD.571650.2403.0008,N0402B,"[56247.5, 74500, 74500]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,39000,HD.571650.2403.0008,LX220111,"[29445, 39000, 39000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,133000,HD.571650.2403.0008,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,159000,HD.571650.2403.0008,BTCBNG0318,"[360135, 477000, 477000]",3,Combo,0.75
"[24.5, 0, 0]",0,1,Bán,34000,HD.571650.2403.0008,N0404B,"[77010, 102000, 102000]",3,Túi,0.15
"[24.5, 0, 0]",0,1,Bán,38000,HD.622040.2403.0012,0512B,"[286900, 380000, 380000]",10,Chai,0.8333333333333334
"[24.5, 0, 0]",0,1,Bán,42000,HD.622040.2403.0013,LX220106,"[63420, 84000, 84000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,145000,HD.632314.2403.0003,BTCBNG3301,"[218950, 290000, 290000]",2,Combo,0.5
"[24.5, 0, 0]",0,1,Bán,173000,HD.632314.2403.0003,BTCBNG0302,"[261230, 346000, 346000]",2,Combo,0.5
"[24.5, 0, 0]",0,1,Bán,74500,HD.823600.2403.0052,N0402B,"[56247.5, 74500, 74500]",1,Túi,0.125
"[15, 0, 0]",0,1,Bán,76000,HD.831922.2403.0004,GIAY1003,"[129200, 152000, 152000]",2,Túi,0.2
"[24.5, 0, 0]",0,1,Bán,162000,HD.834580.2403.0006,VL220212,"[244620, 324000, 324000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,133000,HD.834580.2403.0006,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,38000,HD.834580.2403.0006,0512B,"[28690, 38000, 38000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,194000,HD.855350.2403.0001,N0403B,"[292940, 388000, 388000]",2,Túi,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,36000,HD.855350.2403.0002,LX220107,"[27180, 36000, 36000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,129000,HD.923250.2403.0001,ING010201,"[194790, 258000, 258000]",2,Chai,0.5
"[24.5, 0, 0]",0,1,Bán,59000,HD.923250.2403.0001,LX220712,"[44545, 59000, 59000]",1,Chai,0.125
"[15, 0, 0]",0,1,Bán,19500,HD.933140.2403.0012,KHANKR2,"[16575, 19500, 19500]",1,Gói,0.02
"[24.5, 0, 0]",0,1,Bán,35000,HD.933140.2403.0012,KDR10309,"[26425, 35000, 35000]",1,Tuýp,0.0416666666666666
"[24.5, 0, 0]",0,1,Bán,38000,HD.933140.2403.0012,0512B,"[28690, 38000, 38000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,60000,HD.933140.2403.0012,0707B,"[45300, 60000, 60000]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,109000,HD.933140.2403.0012,VL220211,"[82295, 109000, 109000]",1,Can,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,42000,HD.933140.2403.0012,LX220106,"[63420, 84000, 84000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,37000,HD.933140.2403.0012,VL110717,"[27935, 37000, 37000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,173000,HD.933140.2403.0012,VL110302,"[130615, 173000, 173000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,5400,HD.933140.2403.0012,KTT040301,"[16308, 21600, 21600]",4,Miếng,0.0333333333333333
"[15, 0, 0]",0,1,Bán,12800,HD.933140.2403.0012,KHANKR1,"[43520, 51200, 51200]",4,Gói,0.1
"[15, 0, 0]",0,1,Bán,19500,HD.134912.2403.0001,KHANKR2,"[132600, 156000, 156000]",8,Gói,0.16
"[15, 0, 0]",0,1,Bán,113400,HD.153430.2403.0001,DAUAN1014,"[289170, 340200, 340200]",3,Chai,0.5
"[15, 0, 0]",0,1,Bán,63000,HD.153430.2403.0001,DAUAN1012,"[642600, 756000, 756000]",12,Chai,0.8
"[24.5, 0, 0]",0,1,Bán,173000,HD.153430.2403.0001,VL110302,"[130615, 173000, 173000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,133000,HD.153430.2403.0001,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,91000,HD.153430.2403.0001,0209B,"[137410, 182000, 182000]",2,Túi,0.3333333333333333
"[15, 0, 0]",0,1,Bán,19500,HD.153430.2403.0001,KHANKR2,"[82875, 97500, 97500]",5,Gói,0.1
"[15, 0, 0]",0,1,Bán,113400,HD.161818.2403.0002,DAUAN1014,"[96390, 113400, 113400]",1,Chai,0.1666666666666666
"[15, 0, 0]",0,1,Bán,63000,HD.161818.2403.0002,DAUAN1012,"[374850, 441000, 441000]",7,Chai,0.4666666666666667
"[24.5, 0, 0]",0,1,Bán,145000,HD.161818.2403.0002,NGCM036002,"[109475, 145000, 145000]",1,Túi,0.25
"[20, 0, 0]",0,1,Bán,3450,HD.161818.2403.0002,BOTCANH02,"[5520, 6900, 6900]",2,Gói,0.04
"[24.5, 0, 0]",0,1,Bán,133000,HD.161818.2403.0003,0516B,"[200830, 266000, 266000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,74500,HD.172370.2403.0001,N0402B,"[112495, 149000, 149000]",2,Túi,0.25
"[24.5, 0, 0]",0,1,Bán,60000,HD.172370.2403.0001,0707B,"[181200, 240000, 240000]",4,Túi,0.5
"[15, 0, 0]",0,1,Bán,63000,HD.172370.2403.0001,DAUAN1012,"[160650, 189000, 189000]",3,Chai,0.2
"[15, 0, 0]",0,1,Bán,113400,HD.172370.2403.0001,DAUAN1014,"[385560, 453600, 453600]",4,Chai,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,38000,HD.172370.2403.0001,0512B,"[143450, 190000, 190000]",5,Chai,0.4166666666666667
"[15, 0, 0]",0,1,Bán,63000,HD.173620.2403.0001,DAUAN1012,"[803250, 945000, 945000]",15,Chai,1.0
"[20, 0, 0]",0,1,Bán,25700,HD.174240.2403.0002,MALAY030101,"[82240, 102800, 102800]",4,Lon,0.1666666666666666
"[20, 0, 0]",0,1,Bán,3450,HD.174240.2403.0002,BOTCANH02,"[276000, 345000, 345000]",100,Gói,2.0
"[15, 0, 0]",0,1,Bán,113400,HD.174240.2403.0002,DAUAN1014,"[578340, 680400, 680400]",6,Chai,1.0
"[15, 0, 0]",0,1,Bán,63000,HD.174240.2403.0002,DAUAN1012,"[1178100, 1386000, 1386000]",22,Chai,1.4666666666666666
"[24.5, 0, 0]",0,1,Bán,159000,HD.174240.2403.0002,BTCBNG0318,"[120045, 159000, 159000]",1,Combo,0.25
"[24.5, 0, 0]",0,1,Bán,48000,HD.174240.2403.0002,HS110102,"[181200, 240000, 240000]",5,Vỉ,0.1041666666666666
"[24.5, 0, 0]",0,1,Bán,35000,HD.174240.2403.0002,KDR10156,"[211400, 280000, 280000]",8,Tuýp,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,39000,HD.174240.2403.0002,LX220111,"[29445, 39000, 39000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,42000,HD.174240.2403.0002,VL110102,"[63420, 84000, 84000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,42000,HD.174240.2403.0002,LX220106,"[190260, 252000, 252000]",6,Chai,0.5
"[24.5, 0, 0]",0,1,Bán,39000,HD.174240.2403.0002,RTTT1101,"[88335, 117000, 117000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,109000,HD.174240.2403.0002,VL220211,"[82295, 109000, 109000]",1,Can,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,60000,HD.174240.2403.0002,0707B,"[135900, 180000, 180000]",3,Túi,0.375
"[24.5, 0, 0]",0,1,Bán,38000,HD.174240.2403.0002,0512B,"[57380, 76000, 76000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,15000,HD.174240.2403.0002,SV221303,"[90600, 120000, 120000]",8,Bánh,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,95000,HD.174240.2403.0002,CST020401,"[71725, 95000, 95000]",1,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,42000,HD.174370.2403.0002,LX220106,"[63420, 84000, 84000]",2,Chai,0.1666666666666666
"[20, 0, 0]",0,1,Bán,3450,HD.174370.2403.0002,BOTCANH02,"[55200, 69000, 69000]",20,Gói,0.4
"[24.5, 0, 0]",0,1,Bán,109000,HD.174370.2403.0002,VL220211,"[82295, 109000, 109000]",1,Can,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,194000,HD.174370.2403.0002,N0403B,"[439410, 582000, 582000]",3,Túi,1.0
"[24.5, 0, 0]",0,1,Bán,74500,HD.174370.2403.0002,N0402B,"[56247.5, 74500, 74500]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,60000,HD.174370.2403.0002,0707B,"[135900, 180000, 180000]",3,Túi,0.375
"[24.5, 0, 0]",0,1,Bán,133000,HD.174370.2403.0002,0516B,"[602490, 798000, 798000]",6,Can,1.5
"[24.5, 0, 0]",0,1,Bán,30000,HD.174370.2403.0002,0515B,"[90600, 120000, 120000]",4,Túi,0.2222222222222222
"[24.5, 0, 0]",0,1,Bán,38000,HD.174370.2403.0002,0512B,"[57380, 76000, 76000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,7900,HD.174370.2403.0002,TBT020502,"[59645, 79000, 79000]",10,Gói,0.4166666666666667
"[15, 0, 0]",0,1,Bán,76000,HD.174370.2403.0002,GIAY1003,"[64600, 76000, 76000]",1,Túi,0.1
"[15, 0, 0]",0,1,Bán,19500,HD.174370.2403.0002,KHANKR2,"[33150, 39000, 39000]",2,Gói,0.04
"[24.5, 0, 0]",0,1,Bán,15000,HD.174370.2403.0002,SV221303,"[45300, 60000, 60000]",4,Bánh,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,91000,HD.174790.2403.0001,0209B,"[343525, 455000, 455000]",5,Túi,0.8333333333333334
"[24.5, 0, 0]",0,1,Bán,159000,HD.174790.2403.0001,0318B,"[240090, 318000, 318000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,60000,HD.174790.2403.0001,0707B,"[226500, 300000, 300000]",5,Túi,0.625
"[24.5, 0, 0]",0,1,Bán,145000,HD.174790.2403.0001,NGCM036002,"[437900, 580000, 580000]",4,Túi,1.0
"[24.5, 0, 0]",0,1,Bán,159000,HD.174790.2403.0001,BTCBNG0318,"[240090, 318000, 318000]",2,Combo,0.5
"[15, 0, 0]",0,1,Bán,76000,HD.176210.2403.0013,GIAY1003,"[64600, 76000, 76000]",1,Túi,0.1
"[20, 0, 0]",0,1,Bán,3450,HD.176350.2403.0005,BOTCANH02,"[16560, 20700, 20700]",6,Gói,0.12
"[24.5, 0, 0]",0,1,Bán,42000,HD.176350.2403.0005,LX220106,"[31710, 42000, 42000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,30000,HD.176350.2403.0005,0515B,"[22650, 30000, 30000]",1,Túi,0.0555555555555555
"[24.5, 0, 0]",0,1,Bán,133000,HD.223000.2403.0001,0516B,"[803320, 1064000, 1064000]",8,Can,2.0
"[24.5, 0, 0]",0,1,Bán,159000,HD.223000.2403.0001,BTCBNG0318,"[480180, 636000, 636000]",4,Combo,1.0
"[24.5, 0, 0]",0,1,Bán,74500,HD.241520.2403.0001,N0402B,"[112495, 149000, 149000]",2,Túi,0.25
"[24.5, 0, 0]",0,1,Bán,173000,HD.241520.2403.0001,VL110302,"[130615, 173000, 173000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,42000,HD.241520.2403.0001,LX220106,"[63420, 84000, 84000]",2,Chai,0.1666666666666666
"[20, 0, 0]",0,1,Bán,3450,HD.241520.2403.0001,BOTCANH02,"[93840, 117300, 117300]",34,Gói,0.68
"[24.5, 0, 0]",0,1,Bán,133000,HD.241520.2403.0001,0516B,"[401660, 532000, 532000]",4,Can,1.0
"[24.5, 0, 0]",0,1,Bán,30000,HD.241520.2403.0001,0515B,"[22650, 30000, 30000]",1,Túi,0.0555555555555555
"[24.5, 0, 0]",0,1,Bán,38000,HD.241520.2403.0001,0512B,"[114760, 152000, 152000]",4,Chai,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,15000,HD.241520.2403.0001,SV221303,"[11325, 15000, 15000]",1,Bánh,0.0416666666666666
"[24.5, 0, 0]",0,1,Bán,30000,HD.245780.2403.0001,0515B,"[113250, 150000, 150000]",5,Túi,0.2777777777777778
"[24.5, 0, 0]",0,1,Bán,15000,HD.245780.2403.0001,SV221303,"[11325, 15000, 15000]",1,Bánh,0.0416666666666666
"[20, 0, 0]",0,1,Bán,3450,HD.245780.2403.0001,BOTCANH02,"[16560, 20700, 20700]",6,Gói,0.12
"[20, 0, 0]",0,1,Bán,3450,HD.254990.2403.0002,BOTCANH02,"[13800, 17250, 17250]",5,Gói,0.1
"[15, 0, 0]",0,1,Bán,63000,HD.254990.2403.0002,DAUAN1012,"[160650, 189000, 189000]",3,Chai,0.2
"[24.5, 0, 0]",0,1,Bán,159000,HD.254990.2403.0002,BTCBNG0318,"[360135, 477000, 477000]",3,Combo,0.75
"[24.5, 0, 0]",0,1,Bán,149000,HD.254990.2403.0002,ICC020401,"[112495, 149000, 149000]",1,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,194000,HD.254990.2403.0002,N0403B,"[146470, 194000, 194000]",1,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,35000,HD.264300.2403.0001,KDR10309,"[26425, 35000, 35000]",1,Tuýp,0.0416666666666666
"[20, 0, 0]",0,1,Bán,3450,HD.264300.2403.0001,BOTCANH02,"[60720, 75900, 75900]",22,Gói,0.44
"[24.5, 0, 0]",0,1,Bán,24000,HD.264300.2403.0001,LX220110,"[36240, 48000, 48000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,34000,HD.264300.2403.0001,N0404B,"[25670, 34000, 34000]",1,Túi,0.05
"[24.5, 0, 0]",0,1,Bán,194000,HD.264300.2403.0001,N0403B,"[146470, 194000, 194000]",1,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,30000,HD.264300.2403.0001,0515B,"[317100, 420000, 420000]",14,Túi,0.7777777777777778
"[24.5, 0, 0]",0,1,Bán,133000,HD.264300.2403.0001,0516B,"[100415, 133000, 133000]",1,Can,0.25
