discount_rate,quantity_change,issue_type,issue_code,price,invoice_code,product_code,discount,quantity,unit,pkg_quantity
"[24.5, 0, 0]",0,1,Bán,30000,HD.414350.2403.0002,0515B,"[226500, 300000, 300000]",10,Túi,0.5555555555555556
"[24.5, 0, 0]",0,1,Bán,15000,HD.416490.2403.0005,SV221303,"[11325, 15000, 15000]",1,Bánh,0.0416666666666666
"[24.5, 0, 0]",0,1,Bán,38000,HD.416490.2403.0005,0512B,"[28690, 38000, 38000]",1,Chai,0.0833333333333333
"[20, 0, 0]",0,1,Bán,3450,HD.412190.2403.0002,BOTCANH02,"[276000, 345000, 345000]",100,Gói,2.0
"[15, 0, 0]",0,1,Bán,315000,HD.412190.2403.0002,DAUAN1015,"[1071000, 1260000, 1260000]",4,Chai,1.0
"[24.5, 0, 0]",0,1,Bán,133000,HD.413920.2403.0001,0516B,"[200830, 266000, 266000]",2,Can,0.5
"[20, 0, 0]",0,1,Bán,36000,HD.413920.2403.0001,TKU020701,"[28800, 36000, 36000]",1,Gói,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,38000,HD.434090.2403.0003,0512B,"[86070, 114000, 114000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,136000,HD.434090.2403.0003,0210B,"[205360, 272000, 272000]",2,Túi,0.5
"[24.5, 0, 0]",0,1,Bán,109000,HD.434090.2403.0003,VL220211,"[82295, 109000, 109000]",1,Can,0.1666666666666666
"[20, 0, 0]",0,1,Bán,16200,HD.434090.2403.0003,BOTCANH03,"[38880, 48600, 48600]",3,Gói,0.3
"[24.5, 0, 0]",0,1,Bán,60000,HD.452307.2403.0001,0707B,"[1449600, 1920000, 1920000]",32,Túi,4.0
"[24.5, 0, 0]",0,1,Bán,35000,HD.460000.2403.0001,KDR10156,"[52850, 70000, 70000]",2,Tuýp,0.0833333333333333
"[15, 0, 0]",0,1,Bán,113400,HD.460000.2403.0001,DAUAN1014,"[96390, 113400, 113400]",1,Chai,0.1666666666666666
"[20, 0, 0]",0,1,Bán,25700,HD.460000.2403.0001,MALAY030101,"[41120, 51400, 51400]",2,Lon,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,136000,HD.460000.2403.0001,0210B,"[513400, 680000, 680000]",5,Túi,1.25
"[24.5, 0, 0]",0,1,Bán,15000,HD.460000.2403.0001,SV221303,"[11325, 15000, 15000]",1,Bánh,0.0416666666666666
"[24.5, 0, 0]",0,1,Bán,39000,HD.460000.2403.0001,LX220111,"[29445, 39000, 39000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,42000,HD.460000.2403.0001,LX220106,"[95130, 126000, 126000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,39000,HD.460000.2403.0001,RTTT1101,"[88335, 117000, 117000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,162000,HD.460000.2403.0001,VL220212,"[122310, 162000, 162000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,60000,HD.460000.2403.0001,0707B,"[317100, 420000, 420000]",7,Túi,0.875
"[24.5, 0, 0]",0,1,Bán,38000,HD.460000.2403.0001,0512B,"[28690, 38000, 38000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,133000,HD.460000.2403.0001,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,173000,HD.465610.2403.0003,VL110302,"[130615, 173000, 173000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,133000,HD.465610.2403.0003,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,38000,HD.465610.2403.0003,0512B,"[86070, 114000, 114000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,194000,HD.465610.2403.0003,N0403B,"[146470, 194000, 194000]",1,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,34000,HD.465610.2403.0003,N0404B,"[51340, 68000, 68000]",2,Túi,0.1
"[24.5, 0, 0]",0,1,Bán,109000,HD.465610.2403.0003,VL220211,"[164590, 218000, 218000]",2,Can,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,36000,HD.465610.2403.0003,LX220107,"[54360, 72000, 72000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,39000,HD.468710.2403.0004,LX220111,"[29445, 39000, 39000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,33000,HD.468710.2403.0004,HS110101,"[124575, 165000, 165000]",5,Hộp,0.1041666666666666
"[24.5, 0, 0]",0,1,Bán,42000,HD.468710.2403.0004,LX220106,"[126840, 168000, 168000]",4,Chai,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,109000,HD.468710.2403.0004,VL220211,"[329180, 436000, 436000]",4,Can,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,133000,HD.468710.2403.0004,0516B,"[401660, 532000, 532000]",4,Can,1.0
"[24.5, 0, 0]",0,1,Bán,91000,HD.468710.2403.0004,0209B,"[274820, 364000, 364000]",4,Túi,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,30000,HD.468710.2403.0004,0515B,"[67950, 90000, 90000]",3,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,109000,HD.471561.2403.0007,VL220211,"[82295, 109000, 109000]",1,Can,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,35000,HD.471561.2403.0007,KDR10309,"[52850, 70000, 70000]",2,Tuýp,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,15000,HD.471561.2403.0007,SV221303,"[33975, 45000, 45000]",3,Bánh,0.125
"[15, 0, 0]",0,1,Bán,19500,HD.471561.2403.0007,KHANKR2,"[33150, 39000, 39000]",2,Gói,0.04
"[24.5, 0, 0]",0,1,Bán,194000,HD.471561.2403.0007,N0403B,"[292940, 388000, 388000]",2,Túi,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,42000,HD.476540.2403.0005,LX220106,"[31710, 42000, 42000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,194000,HD.476540.2403.0005,N0403B,"[146470, 194000, 194000]",1,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,133000,HD.476540.2403.0005,0516B,"[301245, 399000, 399000]",3,Can,0.75
"[24.5, 0, 0]",0,1,Bán,34000,HD.476540.2403.0005,N0404B,"[25670, 34000, 34000]",1,Túi,0.05
"[24.5, 0, 0]",0,1,Bán,133000,HD.487130.2403.0012,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,34000,HD.487130.2403.0012,N0404B,"[51340, 68000, 68000]",2,Túi,0.1
"[24.5, 0, 0]",0,1,Bán,30000,HD.561790.2403.0003,0515B,"[90600, 120000, 120000]",4,Túi,0.2222222222222222
"[20, 0, 0]",0,1,Bán,29500,HD.561790.2403.0003,BTNMTD2201,"[118000, 147500, 147500]",5,Chai,0.2777777777777778
"[24.5, 0, 0]",0,1,Bán,38000,HD.561810.2403.0009,0512B,"[487730, 646000, 646000]",17,Chai,1.4166666666666667
"[24.5, 0, 0]",0,1,Bán,30000,HD.561810.2403.0009,0515B,"[385050, 510000, 510000]",17,Túi,0.9444444444444444
"[24.5, 0, 0]",0,1,Bán,91000,HD.561810.2403.0009,0209B,"[68705, 91000, 91000]",1,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,109000,HD.561810.2403.0009,VL220211,"[905245, 1199000, 1199000]",11,Can,1.8333333333333333
"[20, 0, 0]",0,1,Bán,16500,HD.561810.2403.0009,BTNMTD2501,"[132000, 165000, 165000]",10,Chai,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,39000,HD.561810.2403.0009,RTTT1101,"[412230, 546000, 546000]",14,Chai,1.1666666666666667
"[20, 0, 0]",0,1,Bán,25700,HD.562870.2403.0011,MALAY030101,"[20560, 25700, 25700]",1,Lon,0.0416666666666666
"[24.5, 0, 0]",0,1,Bán,173000,HD.562870.2403.0011,BTCBNG0302,"[130615, 173000, 173000]",1,Combo,0.25
"[24.5, 0, 0]",0,1,Bán,42000,HD.562870.2403.0011,LX220106,"[63420, 84000, 84000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,34000,HD.562870.2403.0011,N0404B,"[25670, 34000, 34000]",1,Túi,0.05
"[24.5, 0, 0]",0,1,Bán,38000,HD.562870.2403.0011,0512B,"[28690, 38000, 38000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,35000,HD.562870.2403.0011,KDR10309,"[79275, 105000, 105000]",3,Tuýp,0.125
"[15, 0, 0]",0,1,Bán,63000,HD.562870.2403.0011,DAUAN1012,"[107100, 126000, 126000]",2,Chai,0.1333333333333333
"[24.5, 0, 0]",0,1,Bán,91000,HD.572950.2403.0001,0209B,"[824460, 1092000, 1092000]",12,Túi,2.0
"[24.5, 0, 0]",0,1,Bán,38000,HD.572950.2403.0001,0512B,"[688560, 912000, 912000]",24,Chai,2.0
"[24.5, 0, 0]",0,1,Bán,24000,HD.572950.2403.0001,LX220110,"[217440, 288000, 288000]",12,Chai,1.0
"[24.5, 0, 0]",0,1,Bán,194000,HD.572950.2403.0001,N0403B,"[439410, 582000, 582000]",3,Túi,1.0
"[24.5, 0, 0]",0,1,Bán,74500,HD.572950.2403.0001,N0402B,"[899960, 1192000, 1192000]",16,Túi,2.0
"[24.5, 0, 0]",0,1,Bán,60000,HD.572950.2403.0001,0707B,"[362400, 480000, 480000]",8,Túi,1.0
"[24.5, 0, 0]",0,1,Bán,133000,HD.572950.2403.0001,0516B,"[1204980, 1596000, 1596000]",12,Can,3.0
"[24.5, 0, 0]",0,1,Bán,30000,HD.572950.2403.0001,0515B,"[815400, 1080000, 1080000]",36,Túi,2.0
"[24.5, 0, 0]",0,1,Bán,37000,HD.581531.2403.0004,VL110717,"[139675, 185000, 185000]",5,Chai,0.4166666666666667
"[24.5, 0, 0]",0,1,Bán,35000,HD.581531.2403.0004,KDR10309,"[52850, 70000, 70000]",2,Tuýp,0.0833333333333333
"[20, 0, 0]",0,1,Bán,36000,HD.581531.2403.0004,TKU020701,"[28800, 36000, 36000]",1,Gói,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,35000,HD.581531.2403.0004,KDR10156,"[52850, 70000, 70000]",2,Tuýp,0.0833333333333333
"[20, 0, 0]",0,1,Bán,3450,HD.581531.2403.0004,BOTCANH02,"[55200, 69000, 69000]",20,Gói,0.4
"[24.5, 0, 0]",0,1,Bán,42000,HD.581531.2403.0004,LX220106,"[95130, 126000, 126000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,133000,HD.581531.2403.0004,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,91000,HD.581531.2403.0004,0209B,"[137410, 182000, 182000]",2,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,32500,HD.581531.2403.0004,ICK021602,"[245375, 325000, 325000]",10,Tuýp,0.4166666666666667
"[24.5, 0, 0]",0,1,Bán,145000,HD.583500.2403.0033,BTCBNG3301,"[109475, 145000, 145000]",1,Combo,0.25
"[15, 0, 0]",0,1,Bán,63000,HD.636600.2403.0006,DAUAN1012,"[107100, 126000, 126000]",2,Chai,0.1333333333333333
"[24.5, 0, 0]",0,1,Bán,91000,HD.802880.2403.0002,0209B,"[68705, 91000, 91000]",1,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,10500,HD.802880.2403.0002,0311B,"[7927.5, 10500, 10500]",1,Túi,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,38000,HD.802880.2403.0002,0512B,"[28690, 38000, 38000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,74500,HD.802880.2403.0002,N0402B,"[281237.5, 372500, 372500]",5,Túi,0.625
"[24.5, 0, 0]",0,1,Bán,59000,HD.802880.2403.0002,LX220712,"[44545, 59000, 59000]",1,Chai,0.125
"[24.5, 0, 0]",0,1,Bán,42000,HD.802880.2403.0002,VL110102,"[63420, 84000, 84000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,24000,HD.802880.2403.0002,LX220110,"[18120, 24000, 24000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,89000,HD.802880.2403.0002,IXV010301,"[67195, 89000, 89000]",1,Can,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,12000,HD.802880.2403.0002,XPIZ008001,"[63420, 84000, 84000]",7,Bánh,0.1458333333333333
"[24.5, 0, 0]",0,1,Bán,159000,HD.802880.2403.0002,BTCBNG0318,"[600225, 795000, 795000]",5,Combo,1.25
"[24.5, 0, 0]",0,1,Bán,30000,HD.814100.2403.0029,0515B,"[22650, 30000, 30000]",1,Túi,0.0555555555555555
"[24.5, 0, 0]",0,1,Bán,89000,HD.812970.2403.0004,IXV010301,"[403170, 534000, 534000]",6,Can,1.0
"[24.5, 0, 0]",0,1,Bán,90000,HD.812970.2403.0004,DGCL020001,"[407700, 540000, 540000]",6,Chai,1.0
"[24.5, 0, 0]",0,1,Bán,95000,HD.812970.2403.0004,CST020401,"[430350, 570000, 570000]",6,Chai,1.0
"[24.5, 0, 0]",0,1,Bán,59000,HD.812970.2403.0005,LX220712,"[2672700, 3540000, 3540000]",60,Chai,7.5
"[25, 0, 0]",0,1,Bán,28500,HD.831747.2403.0002,HNDS015001,"[256500, 342000, 342000]",12,Gói,1.0
"[24.5, 0, 0]",0,1,Bán,173000,HD.904600.2403.0013,VL110302,"[130615, 173000, 173000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,59000,HD.942140.2403.0003,LX220714,"[44545, 59000, 59000]",1,Chai,0.125
"[24.5, 0, 0]",0,1,Bán,109000,HD.942140.2403.0003,VL220211,"[164590, 218000, 218000]",2,Can,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,91000,HD.942140.2403.0003,0209B,"[68705, 91000, 91000]",1,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,38000,HD.943930.2403.0001,0512B,"[86070, 114000, 114000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,42000,HD.943930.2403.0001,LX220106,"[31710, 42000, 42000]",1,Chai,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,159000,HD.943930.2403.0001,BTCBNG0318,"[360135, 477000, 477000]",3,Combo,0.75
"[24.5, 0, 0]",0,1,Bán,173000,HD.943930.2403.0001,BTCBNG0302,"[391845, 519000, 519000]",3,Combo,0.75
"[24.5, 0, 0]",0,1,Bán,35000,HD.943930.2403.0001,KDR10309,"[158550, 210000, 210000]",6,Tuýp,0.25
"[20, 0, 0]",0,1,Bán,29000,HD.943930.2403.0001,HV221903,"[23200, 29000, 29000]",1,Chai,0.1666666666666666
"[20, 0, 0]",0,1,Bán,36000,HD.953680.2403.0012,TKU020701,"[28800, 36000, 36000]",1,Gói,0.0833333333333333
"[20, 0, 0]",0,1,Bán,36000,HD.953680.2403.0013,TKU020701,"[28800, 36000, 36000]",1,Gói,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,35000,HD.953680.2403.0014,KDR10309,"[26425, 35000, 35000]",1,Tuýp,0.0416666666666666
"[24.5, 0, 0]",0,1,Bán,35000,HD.953680.2403.0015,KDR10309,"[132125, 175000, 175000]",5,Tuýp,0.2083333333333333
"[15, 0, 0]",0,1,Bán,63000,HD.116700.2403.0002,DAUAN1012,"[267750, 315000, 315000]",5,Chai,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,30000,HD.116700.2403.0002,0515B,"[113250, 150000, 150000]",5,Túi,0.2777777777777778
"[24.5, 0, 0]",0,1,Bán,30000,HD.153400.2403.0001,0515B,"[113250, 150000, 150000]",5,Túi,0.2777777777777778
"[24.5, 0, 0]",0,1,Bán,38000,HD.153400.2403.0001,0512B,"[143450, 190000, 190000]",5,Chai,0.4166666666666667
"[15, 0, 0]",0,1,Bán,113400,HD.153400.2403.0001,DAUAN1014,"[289170, 340200, 340200]",3,Chai,0.5
"[24.5, 0, 0]",0,1,Bán,133000,HD.153400.2403.0001,0516B,"[502075, 665000, 665000]",5,Can,1.25
"[24.5, 0, 0]",0,1,Bán,173000,HD.153400.2403.0001,BTCBNG0302,"[261230, 346000, 346000]",2,Combo,0.5
"[15, 0, 0]",0,1,Bán,63000,HD.153400.2403.0001,DAUAN1012,"[535500, 630000, 630000]",10,Chai,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,173000,HD.153400.2403.0001,VL110302,"[653075, 865000, 865000]",5,Can,1.25
"[24.5, 0, 0]",0,1,Bán,159000,HD.161640.2403.0001,0318B,"[360135, 477000, 477000]",3,Can,0.75
"[24.5, 0, 0]",0,1,Bán,15000,HD.162040.2403.0003,SV221303,"[226500, 300000, 300000]",20,Bánh,0.8333333333333334
"[24.5, 0, 0]",0,1,Bán,133000,HD.162040.2403.0003,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,74500,HD.162040.2403.0003,N0402B,"[112495, 149000, 149000]",2,Túi,0.25
"[24.5, 0, 0]",0,1,Bán,35000,HD.162040.2403.0003,KDR10309,"[26425, 35000, 35000]",1,Tuýp,0.0416666666666666
"[24.5, 0, 0]",0,1,Bán,42000,HD.162040.2403.0003,LX220106,"[221970, 294000, 294000]",7,Chai,0.5833333333333334
"[24.5, 0, 0]",0,1,Bán,59000,HD.162040.2403.0003,LX220714,"[44545, 59000, 59000]",1,Chai,0.125
"[20, 0, 0]",0,1,Bán,3450,HD.162040.2403.0003,BOTCANH02,"[118680, 148350, 148350]",43,Gói,0.86
"[24.5, 0, 0]",0,1,Bán,38000,HD.162040.2403.0003,0512B,"[86070, 114000, 114000]",3,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,194000,HD.162040.2403.0003,N0403B,"[292940, 388000, 388000]",2,Túi,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,133000,HD.162511.2403.0001,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[20, 0, 0]",0,1,Bán,3450,HD.162750.2403.0001,BOTCANH02,"[276000, 345000, 345000]",100,Gói,2.0
"[24.5, 0, 0]",0,1,Bán,133000,HD.162750.2403.0001,0516B,"[401660, 532000, 532000]",4,Can,1.0
"[15, 0, 0]",0,1,Bán,113400,HD.161920.2403.0001,DAUAN1014,"[289170, 340200, 340200]",3,Chai,0.5
"[15, 0, 0]",0,1,Bán,63000,HD.173950.2403.0004,DAUAN1012,"[107100, 126000, 126000]",2,Chai,0.1333333333333333
"[24.5, 0, 0]",0,1,Bán,194000,HD.173950.2403.0004,N0403B,"[146470, 194000, 194000]",1,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,60000,HD.173950.2403.0004,0707B,"[90600, 120000, 120000]",2,Túi,0.25
"[24.5, 0, 0]",0,1,Bán,133000,HD.173950.2403.0004,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,30000,HD.173950.2403.0004,0515B,"[90600, 120000, 120000]",4,Túi,0.2222222222222222
"[24.5, 0, 0]",0,1,Bán,35000,HD.173950.2403.0004,KDR10309,"[26425, 35000, 35000]",1,Tuýp,0.0416666666666666
"[24.5, 0, 0]",0,1,Bán,91000,HD.173950.2403.0004,0209B,"[68705, 91000, 91000]",1,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,42000,HD.175433.2403.0001,LX220106,"[126840, 168000, 168000]",4,Chai,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,60000,HD.175433.2403.0001,0707B,"[45300, 60000, 60000]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,194000,HD.175433.2403.0001,N0403B,"[292940, 388000, 388000]",2,Túi,0.6666666666666666
"[24.5, 0, 0]",0,1,Bán,34000,HD.175433.2403.0001,N0404B,"[51340, 68000, 68000]",2,Túi,0.1
"[15, 0, 0]",0,1,Bán,113400,HD.175433.2403.0001,DAUAN1014,"[96390, 113400, 113400]",1,Chai,0.1666666666666666
"[15, 0, 0]",0,1,Bán,76000,HD.176330.2403.0002,GIAY1003,"[64600, 76000, 76000]",1,Túi,0.1
"[24.5, 0, 0]",0,1,Bán,32500,HD.176330.2403.0002,ICK021602,"[49075, 65000, 65000]",2,Tuýp,0.0833333333333333
"[20, 0, 0]",0,1,Bán,3450,HD.176330.2403.0002,BOTCANH02,"[13800, 17250, 17250]",5,Gói,0.1
"[24.5, 0, 0]",0,1,Bán,173000,HD.176360.2403.0002,BTCBNG0302,"[130615, 173000, 173000]",1,Combo,0.25
"[24.5, 0, 0]",0,1,Bán,159000,HD.176360.2403.0002,0318B,"[240090, 318000, 318000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,133000,HD.176360.2403.0002,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,74500,HD.176360.2403.0002,N0402B,"[56247.5, 74500, 74500]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,10500,HD.176360.2403.0002,0311B,"[7927.5, 10500, 10500]",1,Túi,0.0833333333333333
"[24.5, 0, 0]",0,1,Bán,133000,HD.176610.2403.0002,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[15, 0, 0]",0,1,Bán,315000,HD.176610.2403.0002,DAUAN1015,"[267750, 315000, 315000]",1,Chai,0.25
"[24.5, 0, 0]",0,1,Bán,30000,HD.176610.2403.0002,0515B,"[271800, 360000, 360000]",12,Túi,0.6666666666666666
"[15, 0, 0]",0,1,Bán,63000,HD.176610.2403.0002,DAUAN1012,"[53550, 63000, 63000]",1,Chai,0.0666666666666666
"[24.5, 0, 0]",0,1,Bán,38000,HD.223240.2403.0003,0512B,"[143450, 190000, 190000]",5,Chai,0.4166666666666667
"[24.5, 0, 0]",0,1,Bán,74500,HD.223310.2403.0001,N0402B,"[168742.5, 223500, 223500]",3,Túi,0.375
"[24.5, 0, 0]",0,1,Bán,133000,HD.223310.2403.0001,0516B,"[401660, 532000, 532000]",4,Can,1.0
"[24.5, 0, 0]",0,1,Bán,91000,HD.223310.2403.0001,0209B,"[68705, 91000, 91000]",1,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,194000,HD.223310.2403.0001,N0403B,"[439410, 582000, 582000]",3,Túi,1.0
"[15, 0, 0]",0,1,Bán,63000,HD.223310.2403.0001,DAUAN1012,"[321300, 378000, 378000]",6,Chai,0.4
"[24.5, 0, 0]",0,1,Bán,59000,HD.223340.2403.0001,LX220712,"[44545, 59000, 59000]",1,Chai,0.125
"[24.5, 0, 0]",0,1,Bán,133000,HD.223340.2403.0001,0516B,"[100415, 133000, 133000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,30000,HD.223340.2403.0001,0515B,"[67950, 90000, 90000]",3,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,159000,HD.223340.2403.0001,0318B,"[120045, 159000, 159000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,159000,HD.223340.2403.0001,BTCBNG0318,"[120045, 159000, 159000]",1,Combo,0.25
"[20, 0, 0]",0,1,Bán,3450,HD.223340.2403.0001,BOTCANH02,"[82800, 103500, 103500]",30,Gói,0.6
"[20, 0, 0]",0,1,Bán,3450,HD.237610.2403.0004,BOTCANH02,"[138000, 172500, 172500]",50,Gói,1.0
"[20, 0, 0]",0,1,Bán,3450,HD.247270.2403.0002,BOTCANH02,"[52440, 65550, 65550]",19,Gói,0.38
"[24.5, 0, 0]",0,1,Bán,74500,HD.247270.2403.0002,N0402B,"[56247.5, 74500, 74500]",1,Túi,0.125
"[24.5, 0, 0]",0,1,Bán,133000,HD.247270.2403.0002,0516B,"[200830, 266000, 266000]",2,Can,0.5
"[24.5, 0, 0]",0,1,Bán,25000,HD.247270.2403.0002,RCPL022001,"[37750, 50000, 50000]",2,Túi,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,38000,HD.257850.2403.0001,0512B,"[315590, 418000, 418000]",11,Chai,0.9166666666666666
"[24.5, 0, 0]",0,1,Bán,133000,HD.257850.2403.0001,0516B,"[1204980, 1596000, 1596000]",12,Can,3.0
"[24.5, 0, 0]",0,1,Bán,42000,HD.257850.2403.0001,LX220106,"[158550, 210000, 210000]",5,Chai,0.4166666666666667
"[24.5, 0, 0]",0,1,Bán,30000,HD.261900.2403.0010,0515B,"[407700, 540000, 540000]",18,Túi,1.0
"[24.5, 0, 0]",0,1,Bán,30000,HD.262320.2403.0001,0515B,"[22650, 30000, 30000]",1,Túi,0.0555555555555555
"[24.5, 0, 0]",0,1,Bán,194000,HD.262320.2403.0001,N0403B,"[146470, 194000, 194000]",1,Túi,0.3333333333333333
"[24.5, 0, 0]",0,1,Bán,107000,HD.262320.2403.0001,0319B,"[80785, 107000, 107000]",1,Chai,0.125
"[24.5, 0, 0]",0,1,Bán,159000,HD.262320.2403.0001,0318B,"[120045, 159000, 159000]",1,Can,0.25
"[24.5, 0, 0]",0,1,Bán,38000,HD.262740.2403.0001,0512B,"[57380, 76000, 76000]",2,Chai,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,109000,HD.262740.2403.0001,VL220211,"[82295, 109000, 109000]",1,Can,0.1666666666666666
"[24.5, 0, 0]",0,1,Bán,30000,HD.263890.2403.0001,0515B,"[385050, 510000, 510000]",17,Túi,0.9444444444444444
